28.6487	3	0	0	3	0	
43.6305	7	0	0	7	0	
89.882	11	0	0	10	0.29028	
90.2515	11	0	0	9	1.13147	
92.1122	12	0	0	10	1.10862	
107.17	14	0	0	12	0.952855	
109.566	15	0	0	13	0.932015	
111.524	16	0	0	13	1.78987	
136.118	20	0	0	17	1.46647	
139.614	22	0	0	19	1.42976	
162.532	30	0	0	25	1.22815	
165.116	30	0	0	24	1.96265	
171.597	33	0	0	25	1.88852	
181.359	33	0	0	25	1.78687	
188.44	37	0	0	25	1.71972	
191.375	37	0	0	25	1.69335	
195.364	37	0	0	25	1.65878	
197.116	37	0	0	25	1.64403	
198.536	37	0	0	24	2.43635	
201.076	37	0	0	23	2.8551	
208.976	38	0	0	24	2.74716	
215.934	38	0	0	24	2.65864	
220.386	39	0	0	24	2.60494	
235.538	41	0	0	23	3.03156	
240.371	42	0	0	24	2.9706	
254.852	45	0	0	24	2.8018	
256.946	45	0	0	24	2.77897	
268.189	47	0	0	24	2.66247	
268.264	47	0	0	24	2.66173	
274.584	50	0	0	24	2.60046	
281.17	50	0	0	24	2.53955	
282.397	51	0	0	23	3.41043	
282.944	51	0	0	23	3.40384	
314.323	58	0	0	23	3.06404	
316.319	58	0	0	23	3.0447	
317.194	59	0	0	23	3.0363	
321.404	59	0	0	23	2.99653	
323.877	60	0	0	22	3.79369	
335.954	63	0	0	23	3.6573	
345.815	63	0	0	23	3.55302	
347.829	64	0	0	23	3.53245	
357.748	66	0	0	23	3.43451	
365.579	67	0	0	23	3.36094	
367.397	67	0	0	23	3.3443	
369.526	67	0	0	22	3.9401	
376.376	69	0	0	22	3.86839	
378.351	70	0	0	21	4.46979	
379.815	70	0	0	21	4.45256	
380.147	70	0	0	21	4.44868	
380.18	70	0	0	21	4.4483	
384.396	72	0	0	22	4.39951	
386.775	73	0	0	22	4.37244	
388.252	74	0	0	21	4.97064	
396.956	75	0	0	22	4.86166	
405.496	76	0	0	22	4.75926	
410.557	77	0	0	21	5.20479	
412.044	77	0	0	21	5.18601	
416.03	78	0	0	21	5.13632	
428.745	80	0	0	22	4.98399	
430.986	80	0	0	22	4.95808	
433.276	83	0	0	21	5.72275	
438.808	85	0	0	21	6.32123	
443.238	86	0	0	21	6.25805	
446.497	86	0	0	21	6.21238	
452.082	86	0	0	21	6.13562	
471.668	89	0	0	20	6.6069	
474.448	90	0	0	20	6.56818	
476.152	90	0	0	19	6.85329	
488.694	94	0	0	20	6.67741	
502.482	94	0	0	19	6.63057	
514.183	97	0	0	19	7.24646	
520.655	98	0	0	20	7.15638	
523.252	98	0	0	20	7.12087	
524.333	98	0	0	20	7.10618	
534.274	101	0	0	20	6.97396	
538.801	102	0	0	20	6.91536	
540.266	102	0	0	20	6.89661	
541.558	102	0	0	20	6.88017	
545.403	103	0	0	21	6.83166	
547.603	105	0	0	20	7.08881	
562.757	109	0	0	21	6.89793	
568.517	109	0	0	21	6.82804	
581.236	110	0	0	21	6.67862	
599.716	117	0	0	21	6.47283	
601.531	117	0	0	20	6.61086	
608.057	118	0	0	21	6.53991	
612.744	118	0	0	21	6.48988	
622.575	119	0	0	21	6.38741	
630.218	121	0	0	21	6.30994	
633.744	121	0	0	21	6.27483	
645.269	123	0	0	21	6.16276	
647.168	123	0	0	20	6.21294	
652.193	124	0	0	21	6.16507	
653.289	124	0	0	21	6.15473	
658.399	126	0	0	20	6.74299	
660.958	126	0	0	20	6.71688	
668.277	127	0	0	21	6.64331	
673.713	127	0	0	21	6.58972	
675.305	127	0	0	21	6.57418	
