28.6487	5	0	0	4	0.201428	0	0	
43.6305	12	0	0	10	0.13576	0	0	
89.882	28	0	0	26	0.0659005	0	0	
90.2515	28	0	0	26	0.0656307	0	0	
92.1122	28	0	0	25	0.524056	0	0	
107.17	41	0	0	37	0.691781	0	0	
109.566	43	0	0	38	0.755034	0	0	
111.524	44	0	0	39	0.741774	0	0	
136.118	52	0	0	40	0.60775	6	0.00729392	
139.614	53	0	0	39	0.885764	7	0.0071113	
162.532	64	0	0	39	1.1188	15	0.00610857	
165.116	65	0	0	40	1.10128	15	0.00601295	
171.597	68	0	0	40	1.05969	14	0.233573	
181.359	75	0	0	39	1.60794	15	0.221	
188.44	77	0	0	39	2.08317	15	0.212696	
191.375	79	0	0	39	2.50849	15	0.209434	
195.364	80	0	0	40	2.45728	14	0.613203	
197.116	82	0	0	40	2.43543	14	0.842638	
198.536	82	0	0	40	2.41802	14	0.836615	
201.076	83	0	0	40	2.38747	15	0.826046	
208.976	88	0	0	39	3.00559	16	0.794817	
215.934	91	0	0	39	3.57011	16	0.769207	
220.386	93	0	0	39	4.22291	16	0.753669	
235.538	98	0	0	40	3.95126	16	0.705186	
240.371	98	0	0	39	4.68259	16	0.691006	
254.852	100	0	0	39	5.11696	16	0.651741	
256.946	101	0	0	39	5.6423	16	0.64643	
268.189	104	0	0	39	6.08977	16	0.619331	
268.264	104	0	0	38	6.35985	16	0.619158	
274.584	106	0	0	40	6.21347	15	0.892361	
281.17	107	0	0	39	6.9552	16	0.871458	
282.397	109	0	0	40	6.92499	16	0.867672	
282.944	109	0	0	39	7.6531	16	0.865995	
314.323	126	0	0	39	7.07406	17	0.779543	
316.319	126	0	0	38	7.69195	17	0.774624	
317.194	126	0	0	37	8.45256	17	0.772486	
321.404	127	0	0	37	9.13901	17	0.762369	
323.877	127	0	0	37	9.06922	17	0.756547	
335.954	134	0	0	39	8.89623	17	0.729349	
345.815	135	0	0	39	9.55599	17	0.708553	
347.829	136	0	0	39	10.3881	17	0.704451	
357.748	138	0	0	39	10.8565	17	0.684918	
365.579	143	0	0	39	11.5186	17	0.670248	
367.397	145	0	0	39	11.8644	17	0.66693	
369.526	148	0	0	40	11.7961	17	0.663088	
376.376	152	0	0	39	11.7157	18	0.651019	
378.351	152	0	0	39	11.6545	18	0.647621	
379.815	153	0	0	39	11.8989	18	0.645124	
380.147	153	0	0	38	12.0329	18	0.644562	
380.18	153	0	0	37	12.9975	18	0.644506	
384.396	154	0	0	37	13.5802	18	0.637437	
386.775	154	0	0	36	14.2295	18	0.633516	
388.252	155	0	0	37	14.1754	18	0.631106	
396.956	158	0	0	39	14.1812	18	0.617268	
405.496	159	0	0	39	13.9262	18	0.604267	
410.557	162	0	0	40	13.7545	18	0.596818	
412.044	162	0	0	40	13.7049	17	1.31306	
416.03	164	0	0	40	13.5736	18	1.94563	
428.745	170	0	0	40	13.171	17	2.59911	
430.986	171	0	0	39	14.0269	18	2.5856	
433.276	171	0	0	39	13.9528	18	2.57193	
438.808	173	0	0	40	13.7769	18	2.53951	
443.238	174	0	0	40	13.6392	18	3.22483	
446.497	176	0	0	39	13.6697	19	3.2013	
452.082	179	0	0	39	13.655	19	3.16175	
471.668	183	0	0	40	13.088	19	3.03045	
474.448	185	0	0	39	13.8031	20	3.01269	
476.152	186	0	0	40	13.7537	20	3.00191	
488.694	195	0	0	39	13.9698	20	2.92487	
502.482	200	0	0	40	13.5865	20	2.84462	
514.183	202	0	0	40	13.2773	20	2.77988	
520.655	205	0	0	39	13.5714	20	2.74533	
523.252	206	0	0	39	14.4686	20	2.7317	
524.333	206	0	0	38	15.2519	20	2.72607	
534.274	210	0	0	39	15.31	20	2.67534	
538.801	210	0	0	39	15.1813	19	3.39055	
540.266	210	0	0	39	15.1402	18	4.14814	
541.558	211	0	0	39	15.355	18	4.13825	
545.403	213	0	0	39	15.9476	19	4.10907	
547.603	215	0	0	40	15.8835	19	4.09256	
562.757	217	0	0	39	15.7552	19	3.98236	
568.517	217	0	0	39	15.5956	18	4.16783	
581.236	225	0	0	39	15.466	19	4.07662	
599.716	231	0	0	40	14.9894	18	4.16297	
601.531	231	0	0	40	14.9442	18	4.15041	
608.057	232	0	0	39	15.2452	19	4.10587	
612.744	233	0	0	39	16.1002	19	4.07446	
622.575	234	0	0	39	15.9699	19	4.01012	
630.218	235	0	0	39	16.1594	19	3.96149	
633.744	238	0	0	40	16.0695	18	4.713	
645.269	242	0	0	39	16.0453	19	4.62883	
647.168	242	0	0	39	15.9982	19	4.61524	
652.193	242	0	0	38	16.0446	19	4.57968	
653.289	243	0	0	38	16.8517	19	4.572	
658.399	244	0	0	39	16.7209	19	4.53652	
660.958	244	0	0	38	16.72	19	4.51895	
668.277	246	0	0	39	16.8619	19	4.46946	
673.713	249	0	0	39	16.7571	19	4.4334	
675.305	250	0	0	39	17.5685	19	4.42295	
686.976	254	0	0	40	17.27	19	4.34781	
687.369	254	0	0	40	17.2601	18	4.55518	
694.245	257	0	0	40	17.0892	19	5.09852	
700.358	260	0	0	39	17.04	19	5.05402	
702.66	260	0	0	38	17.6403	19	5.03746	
705.213	262	0	0	39	18.5148	19	5.01923	
706.022	262	0	0	39	18.4936	18	5.42834	
713.237	265	0	0	39	18.3787	19	5.37343	
729.216	270	0	0	40	17.976	18	6.04773	
730.312	271	0	0	40	17.949	19	6.03865	
731.192	271	0	0	39	18.7989	19	6.03139	
732.185	274	0	0	40	18.7734	19	6.1986	
737.947	274	0	0	39	18.6739	19	6.1502	
738.064	274	0	0	39	18.6709	18	6.91665	
740.669	275	0	0	40	18.6052	17	7.61864	
759.515	283	0	0	39	18.5716	18	7.4296	
760.835	283	0	0	39	18.5394	17	7.45795	
761.103	283	0	0	38	18.8487	17	7.45532	
762.663	284	0	0	39	18.8102	17	7.44007	
771.729	285	0	0	40	18.5892	17	7.35267	
778.242	289	0	0	40	18.4336	17	7.38312	
782.981	292	0	0	40	18.3221	18	7.33843	
802.048	299	0	0	39	18.225	18	7.16397	
823.519	303	0	0	39	18.3046	18	6.9772	
823.992	304	0	0	40	18.2941	18	6.97319	
830.765	306	0	0	40	18.1449	19	6.91634	
831.452	306	0	0	40	18.1299	19	6.91063	
831.505	306	0	0	39	18.6971	19	6.91019	
833.775	308	0	0	40	18.6462	20	6.89137	
838.993	313	0	0	40	18.5302	21	6.84851	
844.688	314	0	0	39	18.6111	22	6.80234	
855.239	318	0	0	40	18.3814	22	6.71842	
857.409	318	0	0	39	18.9387	22	6.70141	
866.397	319	0	0	40	18.7423	21	6.83803	
871.011	321	0	0	40	18.643	21	6.80573	
872.713	321	0	0	40	18.6066	21	6.79245	
874.501	321	0	0	40	18.5686	21	6.77857	
878.245	322	0	0	40	18.4894	22	6.74967	
896.626	332	0	0	39	18.2945	23	6.6113	
901.535	337	0	0	40	18.1949	22	6.65047	
902.542	338	0	0	39	18.2356	23	6.64304	
909.224	340	0	0	39	18.3587	23	6.59423	
915.505	342	0	0	39	18.2358	23	6.54898	
922.066	342	0	0	39	18.1061	22	7.20249	
924.398	342	0	0	39	18.0604	22	7.18432	
925.386	342	0	0	39	18.0411	22	7.17665	
930.693	343	0	0	40	17.9382	21	7.30624	
939.549	348	0	0	39	18.6204	23	7.23737	
942.685	351	0	0	39	18.5751	23	7.2133	
944.897	352	0	0	39	19.1948	23	7.19641	
947.429	353	0	0	40	19.1435	23	7.17718	
950.557	356	0	0	40	19.0805	23	7.37332	
957.723	363	0	0	39	19.7063	24	7.31815	
958.565	363	0	0	38	19.793	24	7.31172	
978.243	366	0	0	40	19.3949	23	8.01634	
987.313	369	0	0	39	19.2317	24	7.94269	
991.618	369	0	0	38	19.7429	24	7.90821	
995.165	371	0	0	40	19.6725	24	7.88002	
1013.16	378	0	0	39	20.2543	25	7.7401	
1024.36	383	0	0	40	20.0328	25	7.65545	
1026.25	383	0	0	40	19.9959	24	8.49352	
1037.31	389	0	0	40	19.7826	23	8.73845	
1039.59	390	0	0	39	19.9469	24	8.71935	
1051.38	393	0	0	39	19.9538	24	8.62152	
1054.82	394	0	0	40	19.8888	23	8.69375	
1061.75	395	0	0	40	19.759	23	8.85087	
1067.51	397	0	0	40	19.6524	23	8.80312	
1067.6	397	0	0	39	20.1903	23	8.80234	
1086.92	405	0	0	39	19.8994	24	8.64593	
1089.44	405	0	0	38	19.9399	24	8.62586	
1092.01	406	0	0	39	19.8931	23	8.83604	
1101.95	410	0	0	40	19.7137	23	9.61981	
1103.58	410	0	0	39	19.8116	23	9.60559	
1106.08	411	0	0	40	19.7669	22	9.92244	
1110.75	413	0	0	40	19.6838	23	9.8807	
1111.1	413	0	0	40	19.6775	23	9.87757	
1138.01	423	0	0	40	19.2123	24	9.66553	
1142.82	425	0	0	40	19.1313	23	10.263	
1143.08	425	0	0	40	19.127	22	10.5778	
1143.97	425	0	0	39	20.0279	22	10.5696	
1154.06	427	0	0	39	20.7598	22	10.4772	
1159.5	429	0	0	40	20.6623	22	10.428	
1181.96	439	0	0	39	20.7366	23	10.2299	
1191.48	442	0	0	40	20.5709	22	10.2281	
1197.51	446	0	0	39	20.9037	22	10.1766	
1230.52	457	0	0	40	20.343	21	10.0442	
1232.24	457	0	0	39	21.1053	21	10.0302	
1239.93	460	0	0	40	20.9745	20	10.2612	
1247.64	464	0	0	40	20.8448	21	10.1978	
1256.38	469	0	0	40	20.6999	20	10.3858	
1265.87	473	0	0	40	20.5447	20	10.308	
1269.47	473	0	0	40	20.4863	20	10.2787	
1280.74	479	0	0	39	20.5994	22	10.1883	
1290.6	483	0	0	39	20.8522	22	10.1104	
1294.04	486	0	0	39	20.9545	22	10.0835	
1299.82	487	0	0	40	20.8613	21	10.3222	
1310.59	495	0	0	39	20.705	22	10.2374	
1316.67	498	0	0	40	20.6094	21	11.0865	
1317.19	499	0	0	39	20.9188	22	11.0821	
1319.75	500	0	0	39	21.6159	22	11.0606	
1329.79	505	0	0	39	22.3161	22	10.9771	
1330.3	505	0	0	39	22.3077	22	10.9729	
1333.37	506	0	0	40	22.2563	21	11.113	
1336.98	507	0	0	40	22.1962	21	11.2788	
1341.38	507	0	0	39	22.5988	21	11.2418	
1347.81	509	0	0	39	23.0384	21	11.1882	
1356.21	512	0	0	39	23.1641	21	11.1189	
1359.91	512	0	0	39	23.1011	21	11.0886	
1367.07	515	0	0	39	23.5544	22	11.0305	
1376.75	517	0	0	40	23.3888	21	11.1994	
1380.34	519	0	0	40	23.3279	20	11.8477	
1385.64	521	0	0	39	23.4053	21	11.8024	
1399.42	529	0	0	39	23.67	21	11.6861	
1407.95	530	0	0	40	23.5266	20	11.6333	
1408.73	530	0	0	40	23.5136	20	11.6269	
1411.88	530	0	0	40	23.4611	20	11.6009	
1411.98	530	0	0	39	24.0857	20	11.6001	
1413.31	530	0	0	39	24.0631	19	11.6901	
1422.55	534	0	0	40	23.9068	22	11.6142	
1441.43	545	0	0	40	23.5937	23	11.6018	
1447.03	547	0	0	39	23.5905	23	11.5569	
1453.81	555	0	0	40	23.4806	22	11.5848	
1454.28	555	0	0	40	23.473	21	11.6044	
1454.83	555	0	0	40	23.464	21	11.6	
1475.09	558	0	0	40	23.1418	23	11.4407	
1485.73	561	0	0	40	22.9762	22	11.4416	
1490.43	564	0	0	40	22.9037	22	11.4512	
1502.26	569	0	0	39	23.3443	23	11.361	
1511.38	574	0	0	40	23.2034	22	11.3553	
1525.2	578	0	0	40	22.9932	22	11.5992	
1545.11	584	0	0	40	22.697	23	11.4498	
1556.69	586	0	0	39	22.8566	24	11.3646	
1559.39	587	0	0	40	22.817	23	12.2167	
1565.44	588	0	0	40	22.7288	23	12.1694	
1578.09	595	0	0	39	22.7975	24	12.0719	
1579.76	595	0	0	39	22.7734	23	12.0912	
1590.9	599	0	0	39	22.7969	23	12.0065	
1591.65	599	0	0	39	22.7862	22	12.4036	
1597.31	600	0	0	40	22.7054	22	12.3597	
1604.89	604	0	0	39	22.7557	23	12.3013	
1611.07	605	0	0	39	22.8541	23	12.2541	
1625.56	611	0	0	40	22.6505	23	12.1449	
1630.05	614	0	0	40	22.5881	23	12.1841	
1637.22	615	0	0	40	22.4891	23	12.2598	
1639.51	615	0	0	39	22.6212	23	12.2426	
1649.38	618	0	0	40	22.4858	22	12.9081	
1651.17	618	0	0	40	22.4615	22	12.8941	
1652.53	620	0	0	39	23.0471	24	12.8835	
1664.44	623	0	0	40	22.8821	23	13.0002	
1678.38	631	0	0	40	22.6922	24	12.8923	
1685.07	637	0	0	40	22.602	24	12.8411	
1685.86	637	0	0	40	22.5915	24	12.8351	
1687.05	637	0	0	40	22.5755	23	13.2915	
1689.01	638	0	0	40	22.5493	23	13.2981	
1695.86	641	0	0	40	22.4582	23	13.87	
1699.73	642	0	0	39	22.4909	24	13.8385	
1711.08	644	0	0	40	22.3418	24	13.7467	
1714.18	647	0	0	40	22.3013	25	13.7218	
1721.86	648	0	0	40	22.2018	26	13.6606	
1726.12	648	0	0	39	22.4313	26	13.6269	
1730.57	652	0	0	40	22.3736	25	13.6678	
