48.122	0	1	0	4.78136	4.78136
52.2507	0	2	0	5.84005	5.84005
53.7791	0	3	0	8.40485	8.40485
59.0656	0	4	0	8.11478	8.11478
59.8565	0	5	0	12.0962	12.0962
61.9605	0	6	0	12.4577	12.4577
63.0553	0	7	0	14.8852	14.8852
67.8536	0	8	0	18.7689	18.7689
98.0989	0	8	0	15.7154	15.7154
105.366	0	9	0	14.6468	14.6468
118.3	0	8	0	15.5637	15.5637
124.119	0	9	0	20.1585	20.1585
162.759	0	9	0	15.9161	15.9161
169.766	0	10	0	15.678	15.678
173.798	0	10	0.0666667	16.7597	15.3143
177.391	0	10	0.125	17.0491	15.0041
180.35	0	10	0.176471	18.9927	14.758
187.865	0	10	0.222222	18.4149	14.1676
191.451	0	10	0.263158	18.5483	13.9022
193.034	0	10	0.3	18.4922	13.7882
201.656	0	10	0.285714	17.7329	13.23
203.955	0	10	0.318182	17.9568	13.0809
204.511	0	10	0.347826	18.4365	13.0453
218.547	0	10	0.333333	17.3473	12.3024
228.964	0	10	0.36	16.7103	11.7427
240.215	0	9	0.346154	15.9295	11.1946
241.439	0	8	0.333333	16.134	11.4231
241.441	0	9	0.321429	16.9012	12.1904
248.176	0	10	0.310345	16.5408	11.9578
256.91	0	10	0.3	16.5117	12.0845
283.841	0	9	0.290323	15.1373	11.1302
300.971	0	10	0.28125	16.4779	12.6989
321.697	0	9	0.272727	15.9767	12.4411
322.307	0	10	0.264706	16.1772	12.6483
331.657	0	10	0.285714	15.796	12.2917
334.317	0	10	0.305556	15.9734	12.194
336.617	0	10	0.324324	15.9874	12.1106
348.015	0	10	0.315789	15.7779	12.0282
353.474	0	10	0.333333	15.6511	11.8424
353.85	0	10	0.35	15.8372	11.8298
369.856	0	10	0.341463	15.2684	11.4344
376.724	0	10	0.357143	15.1974	11.2259
380.295	0	10	0.372093	15.7493	11.1205
387.624	0	10	0.386364	15.7604	10.9103
398.361	0	9	0.377778	15.5674	10.848
399.942	0	10	0.369565	15.6059	10.9051
400.014	0	10	0.382979	16.2253	10.9031
407.665	0	10	0.375	16.1644	10.9422
410.686	0	10	0.387755	16.1672	10.8617
430.53	0	8	0.38	16.0444	10.9834
435.452	0	9	0.372549	16.4916	11.4878
435.824	0	10	0.365385	16.5954	11.5958
436.542	0	10	0.377358	16.8413	11.5768
445.138	0	10	0.37037	16.5268	11.3639
464.246	0	9	0.363636	16.4122	11.4618
466.989	0	10	0.357143	16.3747	11.4534
467.932	0	10	0.368421	16.8365	11.4303
471.828	0	10	0.37931	16.7573	11.3359
484.26	0	10	0.389831	16.8651	11.0449
489.616	0	10	0.383333	16.7698	11.0133
494.55	0	9	0.377049	16.9633	11.2642
501.048	0	10	0.370968	16.8501	11.2249
505.111	0	10	0.365079	16.8049	11.225
507.126	0	10	0.359375	17.3166	11.7588
512.482	0	10	0.369231	17.185	11.6359
519.683	0	10	0.378788	17.1246	11.4747
543.8	0	10	0.373134	16.5847	11.1853
546.76	0	10	0.382353	16.5082	11.1248
563.009	0	9	0.376812	16.1806	10.9526
563.599	0	10	0.371429	16.3503	11.1278
571.24	0	10	0.380282	16.1723	10.9789
578.303	0	10	0.388889	16.1649	10.8448
586.577	0	10	0.39726	15.9409	10.6919
595.954	0	10	0.405405	15.7611	10.5236
604.676	0	10	0.413333	15.9111	10.3718
608.758	0	10	0.421053	15.8447	10.3023
610.721	0	10	0.428571	15.9522	10.2692
617.361	0	10	0.435897	16.5958	10.1587
618.198	0	10	0.443038	16.6996	10.145
618.237	0	10	0.45	16.8418	10.1443
639.734	0	10	0.45679	16.3132	9.80345
651.538	0	10	0.45122	16.1077	9.71589
654.902	0	10	0.457831	16.0617	9.66599
666.568	0	10	0.452381	16.2443	9.96056
681.637	0	9	0.447059	16.1231	9.97823
683.775	0	10	0.44186	16.3289	10.2033
684.212	0	10	0.448276	16.7204	10.1967
692.058	0	10	0.454545	16.5674	10.0811
694.293	0	10	0.460674	16.617	10.0487
696.78	0	10	0.466667	16.834	10.0128
698.878	0	10	0.461538	18.071	11.2702
712.807	0	9	0.456522	17.7601	11.0923
732.944	0	9	0.451613	17.5698	11.0851
734.092	0	10	0.446809	17.6552	11.1807
749.627	0	10	0.442105	17.6952	11.3549
780.233	0	10	0.447917	17.0522	10.9095
785.91	0	10	0.443299	17.0377	10.9393
788.622	0	10	0.44898	17.1261	10.9017
