tempo;ocupacao_linhas;prob_bloqueio;trafego_oferecido;trafego_transportado;total_chamadas;bloqueadas
22881.6;6;0.0177632;6.78692;6.69135;1520;27
22889;7;0.0177515;6.78586;6.69032;1521;27
22950.3;4;0.0177398;6.76781;6.67252;1522;27
22956.6;4;0.0177282;6.77348;6.67822;1523;27
22983.7;3;0.0177165;6.76563;6.67048;1524;27
22985.7;4;0.0177049;6.77108;6.67594;1525;27
22994.2;4;0.0176933;6.77587;6.68076;1526;27
22996.3;5;0.0176817;6.78242;6.68733;1527;27
22999.1;6;0.0176702;6.78524;6.69016;1528;27
23011.1;7;0.0176586;6.78256;6.68752;1529;27
23025.9;8;0.0176471;6.78396;6.68898;1530;27
23039.9;8;0.0176355;6.78653;6.69161;1531;27
23052.2;8;0.017624;6.78979;6.69493;1532;27
23060.7;9;0.0176125;6.78827;6.69344;1533;27
23068.5;10;0.017601;6.78861;6.69382;1534;27
23070.4;11;0.0175896;6.78891;6.69412;1535;27
23083.1;10;0.0175781;6.8001;6.70536;1536;27
23084.5;11;0.0175667;6.80058;6.70585;1537;27
23090.8;11;0.0175553;6.80486;6.71015;1538;27
23096.6;12;0.0175439;6.81775;6.72307;1539;27
23128;11;0.0175325;6.80911;6.71456;1540;27
23140.4;10;0.0175211;6.8088;6.7143;1541;27
23184.6;7;0.0175097;6.79722;6.7029;1542;27
23187.2;8;0.0174984;6.8015;6.70719;1543;27
23227.8;5;0.017487;6.79023;6.69608;1544;27
23239.7;5;0.0174757;6.78856;6.69446;1545;27
23264.5;5;0.0174644;6.78606;6.69206;1546;27
23300.5;5;0.0174531;6.78298;6.68913;1547;27
23311.1;5;0.0174419;6.78944;6.69563;1548;27
23317.8;6;0.0174306;6.7901;6.69631;1549;27
23329.1;7;0.0174194;6.78745;6.69371;1550;27
23366.3;7;0.0174081;6.77967;6.68608;1551;27
23367.6;8;0.0173969;6.78015;6.68657;1552;27
23383.3;7;0.0173857;6.7854;6.69188;1553;27
23398.5;7;0.0173745;6.78296;6.6895;1554;27
23405.1;8;0.0173633;6.78593;6.6925;1555;27
23408.3;9;0.0173522;6.78983;6.69641;1556;27
23409.2;10;0.017341;6.79497;6.70156;1557;27
23413.5;11;0.0173299;6.79905;6.70565;1558;27
23436.3;10;0.0173188;6.79618;6.70287;1559;27
23448.7;9;0.0173077;6.79513;6.70187;1560;27
23468.7;10;0.0172966;6.78989;6.69671;1561;27
23490.4;9;0.0172855;6.79663;6.70353;1562;27
23503.3;10;0.0172745;6.79693;6.70388;1563;27
23505.3;11;0.0172634;6.80276;6.70972;1564;27
23523;9;0.0172524;6.79788;6.70492;1565;27
23527.2;9;0.0172414;6.79793;6.70498;1566;27
23532;9;0.0172304;6.80009;6.70716;1567;27
23532.1;10;0.0172194;6.80212;6.70919;1568;27
23533.7;11;0.0172084;6.80246;6.70953;1569;27
23561.3;7;0.0171975;6.79832;6.7055;1570;27
23584.4;7;0.0171865;6.7931;6.70037;1571;27
23589.1;8;0.0171756;6.79179;6.69909;1572;27
23597.4;7;0.0171647;6.78963;6.69695;1573;27
23691;2;0.0171537;6.76611;6.6738;1574;27
23699.3;3;0.0171429;6.76806;6.67579;1575;27
23712.3;4;0.017132;6.76651;6.67428;1576;27
23720.1;5;0.0171211;6.78246;6.69027;1577;27
23733.3;6;0.0171103;6.78082;6.68867;1578;27
23768.3;6;0.0170994;6.78007;6.68806;1579;27
23790.1;5;0.0170886;6.77785;6.68593;1580;27
23839;4;0.0170778;6.77823;6.68649;1581;27
23864.3;5;0.017067;6.77664;6.685;1582;27
23866.3;6;0.0170562;6.77846;6.68684;1583;27
23870.5;7;0.0170455;6.78336;6.69174;1584;27
23930.4;6;0.0170347;6.76705;6.67567;1585;27
23933.1;7;0.017024;6.76776;6.67638;1586;27
23967.9;7;0.0170132;6.77021;6.67897;1587;27
23973.2;7;0.0170025;6.76917;6.67795;1588;27
24010.6;5;0.0169918;6.7631;6.67202;1589;27
24011.8;6;0.0169811;6.76399;6.67292;1590;27
24022.9;6;0.0169705;6.76913;6.6781;1591;27
24026.9;7;0.0169598;6.77062;6.67961;1592;27
24032.4;8;0.0169492;6.77512;6.68412;1593;27
24045.5;8;0.0169385;6.7811;6.69015;1594;27
24048.6;9;0.0169279;6.78138;6.69044;1595;27
24058.2;10;0.0169173;6.77938;6.68848;1596;27
24061;11;0.0169067;6.78107;6.69018;1597;27
24080.9;10;0.0168961;6.77972;6.68891;1598;27
24088;11;0.0168856;6.77787;6.68709;1599;27
24095.4;10;0.016875;6.77623;6.68547;1600;27
24100.4;11;0.0168645;6.77651;6.68577;1601;27
24100.7;12;0.0168539;6.77863;6.68789;1602;27
24157.1;7;0.0168434;6.7673;6.67678;1603;27
24160.2;8;0.0168329;6.76926;6.67875;1604;27
24165;9;0.0168224;6.78673;6.69623;1605;27
24178.2;9;0.016812;6.78549;6.69504;1606;27
24187.2;8;0.0168015;6.78335;6.69293;1607;27
24197.9;8;0.016791;6.78567;6.6953;1608;27
24214.9;9;0.0167806;6.78496;6.69465;1609;27
24219.8;10;0.0167702;6.78611;6.69581;1610;27
24237.1;9;0.0167598;6.78169;6.69146;1611;27
24237.2;10;0.0167494;6.78729;6.69707;1612;27
24260.7;9;0.016739;6.78135;6.69121;1613;27
24279.3;6;0.0167286;6.77663;6.68656;1614;27
24311.7;5;0.0167183;6.76811;6.67816;1615;27
24334.1;3;0.0167079;6.76772;6.67785;1616;27
24343.4;4;0.0166976;6.7685;6.67867;1617;27
24344.2;5;0.0166873;6.78521;6.69538;1618;27
24348.6;6;0.016677;6.78539;6.69558;1619;27
24361.5;7;0.0166667;6.78345;6.69368;1620;27
24379.4;7;0.0166564;6.78603;6.69633;1621;27
24405.7;6;0.0166461;6.78553;6.69593;1622;27
24418.3;7;0.0166359;6.78204;6.69248;1623;27
24419.6;7;0.0166256;6.78921;6.69966;1624;27
24422.9;8;0.0166154;6.7886;6.69906;1625;27
24431.2;7;0.0166052;6.78693;6.69742;1626;27
24445.1;8;0.016595;6.7884;6.69894;1627;27
24479.2;7;0.0165848;6.78058;6.69125;1628;27
24499.7;8;0.0165746;6.77491;6.68565;1629;27
24516.3;8;0.0165644;6.77223;6.68303;1630;27
24526.8;8;0.0165543;6.77081;6.68165;1631;27
24535.8;9;0.0165441;6.77333;6.6842;1632;27
24544.4;10;0.016534;6.77098;6.68188;1633;27
24546.3;10;0.0165239;6.77108;6.68199;1634;27
24586.5;5;0.0165138;6.76298;6.67403;1635;27
24611.8;5;0.0165037;6.75779;6.66894;1636;27
24640.1;5;0.0164936;6.75184;6.66309;1637;27
24646.5;6;0.0164835;6.75061;6.66188;1638;27
24649.7;7;0.0164735;6.75032;6.6616;1639;27
24656.5;7;0.0164634;6.74876;6.66007;1640;27
24657.1;8;0.0164534;6.76162;6.67293;1641;27
24716.3;3;0.0164434;6.74606;6.65758;1642;27
24718.5;4;0.0164334;6.7466;6.65813;1643;27
24724.4;5;0.0164234;6.74732;6.65887;1644;27
24733.3;5;0.0164134;6.74669;6.65828;1645;27
24754.3;5;0.0164034;6.74673;6.65839;1646;27
24754.6;6;0.0163934;6.7468;6.65846;1647;27
24757.6;6;0.0163835;6.74882;6.66049;1648;27
24771.9;6;0.0163736;6.74579;6.65752;1649;27
24777.1;7;0.0163636;6.74491;6.65664;1650;27
24780.1;7;0.0163537;6.75269;6.66444;1651;27
24834;4;0.0163438;6.74716;6.6591;1652;27
24865.1;5;0.0163339;6.73881;6.65087;1653;27
24899.7;4;0.0163241;6.73062;6.6428;1654;27
24914.6;5;0.0163142;6.73445;6.64668;1655;27
24924.5;6;0.0163043;6.73311;6.64537;1656;27
24951.5;6;0.0162945;6.72848;6.64084;1657;27
24953.8;7;0.0162847;6.73318;6.64554;1658;27
24963.1;7;0.0162749;6.73451;6.6469;1659;27
24967;8;0.0162651;6.73437;6.64678;1660;27
24988.7;8;0.0162553;6.73634;6.64883;1661;27
24994.7;7;0.0162455;6.73946;6.65196;1662;27
24998.8;8;0.0162357;6.74219;6.65471;1663;27
25008;9;0.016226;6.74115;6.6537;1664;27
25037.3;9;0.0162162;6.73326;6.64592;1665;27
25066.5;6;0.0162065;6.72645;6.63921;1666;27
25069.1;7;0.0161968;6.73152;6.64429;1667;27
25097.7;5;0.0161871;6.7323;6.64516;1668;27
25105;6;0.0161774;6.73482;6.64772;1669;27
25114.3;5;0.0161677;6.73311;6.64603;1670;27
25116.2;6;0.016158;6.73458;6.64751;1671;27
25120.9;7;0.0161483;6.74302;6.65597;1672;27
25138.1;7;0.0161387;6.73927;6.65228;1673;27
25143.6;8;0.016129;6.73909;6.65212;1674;27
25160.9;8;0.0161194;6.73845;6.65153;1675;27
25165.4;9;0.0161098;6.73893;6.65203;1676;27
25166;9;0.0161002;6.7416;6.65471;1677;27
25222.6;5;0.0160906;6.73108;6.64438;1678;27
25255.4;5;0.016081;6.72314;6.63655;1679;27
25265;5;0.0160714;6.7278;6.64124;1680;27
25275.6;5;0.0160619;6.72903;6.64251;1681;27
25281.7;6;0.0160523;6.73598;6.64949;1682;27
25331.7;6;0.0160428;6.72463;6.6383;1683;27
25374.6;5;0.0160333;6.72015;6.63396;1684;27
25383.7;4;0.0160237;6.72031;6.63416;1685;27
25387.3;5;0.0160142;6.7317;6.64556;1686;27
25423.2;6;0.0160047;6.72836;6.64234;1687;27
25428.7;7;0.0159953;6.72694;6.64094;1688;27
25431;7;0.0159858;6.73934;6.65335;1689;27
25432.4;8;0.0159763;6.74004;6.65406;1690;27
25467.5;6;0.0159669;6.74219;6.65633;1691;27
25491.1;7;0.0159574;6.73679;6.651;1692;27
25492.5;8;0.015948;6.74058;6.6548;1693;27
25503.3;8;0.0159386;6.73944;6.6537;1694;27
25520.5;8;0.0159292;6.7397;6.65401;1695;27
25522.9;9;0.0159198;6.74149;6.65581;1696;27
25529.6;10;0.0159104;6.74401;6.65835;1697;27
25538.7;11;0.0159011;6.74519;6.65956;1698;27
25556.3;10;0.0158917;6.7474;6.66183;1699;27
25566.3;11;0.0158824;6.75207;6.66653;1700;27
25581.2;11;0.015873;6.76011;6.67463;1701;27
25594.4;11;0.0158637;6.76195;6.67651;1702;27
25597.5;12;0.0158544;6.77399;6.68856;1703;27
25627.5;12;0.0158451;6.76697;6.68164;1704;27
25632.1;12;0.0158358;6.76586;6.68054;1705;27
25638.5;12;0.0158265;6.7649;6.6796;1706;27
25641.7;12;0.0158172;6.76423;6.67895;1707;27
25675.7;9;0.015808;6.75913;6.67396;1708;27
25679.2;10;0.0157987;6.77517;6.69001;1709;27
25719.4;10;0.0157895;6.76648;6.68145;1710;27
25724.7;11;0.0157802;6.76517;6.68016;1711;27
25727.1;12;0.015771;6.765;6.67999;1712;27
25744.7;9;0.0157618;6.77434;6.6894;1713;27
25747.4;10;0.0157526;6.78716;6.70222;1714;27
25754.3;10;0.0157434;6.8017;6.71678;1715;27
25762.6;9;0.0157343;6.80357;6.71869;1716;27
25799.7;8;0.0157251;6.80632;6.72156;1717;27
25802.7;9;0.0157159;6.8116;6.72685;1718;27
25804.7;10;0.0157068;6.81522;6.73047;1719;27
25847.8;11;0.0156977;6.80908;6.72447;1720;27
25859.9;12;0.0156886;6.81768;6.73312;1721;27
25861.8;13;0.0156794;6.82206;6.7375;1722;27
25875.1;13;0.0156703;6.81974;6.73523;1723;27
25882.6;13;0.0162413;6.81854;6.73328;1724;28
25884.3;13;0.0168116;6.82104;6.73282;1725;29
25894.6;13;0.0168019;6.82183;6.73366;1726;29
25902.2;13;0.0173712;6.82605;6.73166;1727;30
25927.2;11;0.0173611;6.82083;6.72653;1728;30
25931.3;12;0.0173511;6.82616;6.73188;1729;30
25946.4;13;0.017341;6.82671;6.73248;1730;30
25946.8;13;0.0179087;6.83036;6.73238;1731;31
25955;13;0.0184758;6.83115;6.73026;1732;32
25980.1;12;0.0184651;6.82927;6.72847;1733;32
26011.8;10;0.0184544;6.82318;6.7225;1734;32
26040.8;11;0.0184438;6.81795;6.71738;1735;32
26045.5;12;0.0184332;6.81887;6.71832;1736;32
26100.7;9;0.0184226;6.80857;6.70824;1737;32
26118.7;5;0.018412;6.80762;6.70736;1738;32
26119.9;6;0.0184014;6.81316;6.7129;1739;32
26143.8;6;0.0183908;6.81744;6.71727;1740;32
26144.4;7;0.0183802;6.82161;6.72145;1741;32
26160;8;0.0183697;6.82511;6.725;1742;32
26173.8;8;0.0183592;6.8246;6.72454;1743;32
26177.5;8;0.0183486;6.82426;6.72422;1744;32
26181.1;9;0.0183381;6.82883;6.7288;1745;32
26185.4;10;0.0183276;6.83079;6.73078;1746;32
26201.9;10;0.0183171;6.82808;6.72813;1747;32
26230.9;9;0.0183066;6.82243;6.72259;1748;32
26235.4;10;0.0182962;6.82636;6.72654;1749;32
26254.9;9;0.0182857;6.82184;6.72209;1750;32
26264.8;9;0.0182753;6.82558;6.72588;1751;32
26269.7;8;0.0182648;6.82881;6.72912;1752;32
26332.4;6;0.0182544;6.81451;6.71506;1753;32
26345.2;7;0.018244;6.81612;6.71672;1754;32
26361;7;0.0182336;6.81568;6.71634;1755;32
26367.6;8;0.0182232;6.81736;6.71804;1756;32
26384.7;7;0.0182129;6.81347;6.71422;1757;32
26385.7;8;0.0182025;6.81394;6.71469;1758;32
26395.6;8;0.0181922;6.81519;6.71598;1759;32
26398.4;9;0.0181818;6.81631;6.71711;1760;32
26403.8;9;0.0181715;6.82042;6.72124;1761;32
26418.6;9;0.0181612;6.81881;6.71969;1762;32
26422.3;9;0.0181509;6.8211;6.72198;1763;32
26449.6;8;0.0181406;6.8189;6.71989;1764;32
26466.8;7;0.0181303;6.82552;6.72658;1765;32
26466.9;8;0.01812;6.82742;6.72848;1766;32
26468;9;0.0181098;6.84345;6.74451;1767;32
26469.9;10;0.0180995;6.8459;6.74697;1768;32
26480.3;9;0.0180893;6.8492;6.75031;1769;32
26489.6;10;0.0180791;6.85842;6.75956;1770;32
26493.5;11;0.0180689;6.86123;6.76239;1771;32
26493.9;12;0.0180587;6.86322;6.76438;1772;32
26496.7;12;0.0180485;6.87546;6.77663;1773;32
26512.7;12;0.0180383;6.87481;6.77604;1774;32
26527.1;12;0.0180282;6.87216;6.77344;1775;32
26530.3;13;0.018018;6.87275;6.77404;1776;32
26545.7;13;0.0185706;6.86912;6.77011;1777;33
26558.6;10;0.0185602;6.86727;6.7683;1778;33
26573.3;10;0.0185497;6.86709;6.76818;1779;33
26576.3;11;0.0185393;6.86972;6.77082;1780;33
26626.2;8;0.0185289;6.86003;6.76131;1781;33
26630.3;9;0.0185185;6.86625;6.76755;1782;33
26647.9;9;0.0185081;6.86216;6.76353;1783;33
26665.2;9;0.0184978;6.86097;6.7624;1784;33
26697.3;8;0.0184874;6.85827;6.75982;1785;33
26702.6;9;0.018477;6.85841;6.75998;1786;33
26723.1;9;0.0184667;6.85616;6.75781;1787;33
26733.4;10;0.0184564;6.85494;6.75662;1788;33
26735.8;11;0.0184461;6.85764;6.75933;1789;33
26746.9;11;0.0184358;6.85631;6.75804;1790;33
26757.9;11;0.0184255;6.85566;6.75743;1791;33
26768.5;11;0.0184152;6.8595;6.76132;1792;33
26796.8;10;0.0184049;6.85391;6.75582;1793;33
26799.2;10;0.0183946;6.85455;6.75648;1794;33
26821.1;9;0.0183844;6.85236;6.75436;1795;33
26829.8;8;0.0183742;6.85452;6.75656;1796;33
26839.5;8;0.0183639;6.85282;6.75489;1797;33
26841.7;7;0.0183537;6.85324;6.75532;1798;33
26847.5;7;0.0183435;6.85237;6.75448;1799;33
26859.5;8;0.0183333;6.84934;6.75148;1800;33
26932.3;3;0.0183232;6.83456;6.73697;1801;33
26936.3;4;0.018313;6.84672;6.74914;1802;33
26937;5;0.0183028;6.85542;6.75785;1803;33
26939.5;6;0.0182927;6.85981;6.76224;1804;33
26958.3;5;0.0182825;6.86017;6.76267;1805;33
27030.3;6;0.0182724;6.84546;6.74822;1806;33
27047.8;6;0.0182623;6.84139;6.74422;1807;33
27048.7;7;0.0182522;6.84323;6.74606;1808;33
27048.8;8;0.0182421;6.84601;6.74884;1809;33
27063.1;8;0.018232;6.84481;6.74769;1810;33
27074;9;0.018222;6.84456;6.74748;1811;33
27102.8;8;0.0182119;6.83848;6.7415;1812;33
27103.2;9;0.0182019;6.84315;6.74618;1813;33
27118.9;9;0.0181918;6.84068;6.74376;1814;33
27164.3;4;0.0181818;6.83851;6.74175;1815;33
27164.8;5;0.0181718;6.84195;6.74519;1816;33
27167.4;6;0.0181618;6.84133;6.74459;1817;33
27183.2;5;0.0181518;6.83768;6.74099;1818;33
27183.2;6;0.0181418;6.83809;6.7414;1819;33
27185.4;7;0.0181319;6.84292;6.74624;1820;33
27193.2;7;0.0181219;6.84382;6.74716;1821;33
27208.5;7;0.018112;6.84631;6.74971;1822;33
27221.8;8;0.018102;6.85392;6.75736;1823;33
27234;8;0.0180921;6.85171;6.7552;1824;33
27251.4;9;0.0180822;6.85641;6.75997;1825;33
27260;9;0.0180723;6.85487;6.75846;1826;33
27278.1;7;0.0180624;6.8508;6.75445;1827;33
27286;8;0.0180525;6.8497;6.75338;1828;33
27327;6;0.0180426;6.84161;6.74543;1829;33
27365.2;6;0.0180328;6.8323;6.73625;1830;33
27376.9;6;0.0180229;6.82963;6.73363;1831;33
27379.8;7;0.0180131;6.83479;6.7388;1832;33
27382.4;7;0.0180033;6.84179;6.7458;1833;33
27384.3;7;0.0179935;6.85686;6.76088;1834;33
27392.8;7;0.0179837;6.85653;6.76058;1835;33
27397.3;8;0.0179739;6.85559;6.75966;1836;33
27402;9;0.0179641;6.85633;6.76042;1837;33
27405.5;9;0.0179543;6.8573;6.76139;1838;33
27421.2;9;0.0179445;6.8565;6.76065;1839;33
27427.8;10;0.0179348;6.86175;6.76593;1840;33
27460.1;8;0.017925;6.85431;6.7586;1841;33
27466.1;9;0.0179153;6.85701;6.76132;1842;33
27467.9;10;0.0179056;6.85711;6.76142;1843;33
27492.5;9;0.0178959;6.86371;6.7681;1844;33
27536.4;7;0.0178862;6.86516;6.76971;1845;33
27542.9;7;0.0178765;6.86557;6.77014;1846;33
27604.6;5;0.0178668;6.85055;6.75533;1847;33
27624.5;4;0.0178571;6.84836;6.75322;1848;33
27628.8;5;0.0178475;6.85027;6.75514;1849;33
27638.6;6;0.0178378;6.84808;6.75298;1850;33
27640;7;0.0178282;6.85417;6.75908;1851;33
27641.4;8;0.0178186;6.8606;6.76551;1852;33
27665.6;8;0.017809;6.85509;6.76008;1853;33
27684.2;8;0.0177994;6.85845;6.76351;1854;33
27688.9;9;0.0177898;6.8591;6.76418;1855;33
27702.1;9;0.0177802;6.8594;6.76452;1856;33
27703.7;10;0.0177706;6.86008;6.76521;1857;33
27707.1;11;0.017761;6.86171;6.76685;1858;33
27718.7;11;0.0177515;6.85905;6.76423;1859;33
27727.7;11;0.0177419;6.85997;6.76518;1860;33
27733.1;12;0.0177324;6.8596;6.76483;1861;33
27744.5;11;0.0177229;6.85943;6.7647;1862;33
27747.7;12;0.0177134;6.86011;6.76539;1863;33
27750.2;13;0.0177039;6.86125;6.76654;1864;33
27752.7;13;0.0182306;6.86528;6.76593;1865;34
27772.4;13;0.0182208;6.86635;6.76707;1866;34
27794.2;12;0.018211;6.8626;6.76341;1867;34
27828.6;6;0.0182013;6.85415;6.75507;1868;34
27877.7;3;0.0181915;6.84852;6.74962;1869;34
27883.8;4;0.0181818;6.85715;6.75826;1870;34
27910.2;4;0.0181721;6.85462;6.75584;1871;34
27911.1;5;0.0181624;6.85631;6.75752;1872;34
27916.6;6;0.0181527;6.85783;6.75907;1873;34
27920.1;7;0.018143;6.85751;6.75876;1874;34
27937.9;6;0.0181333;6.85401;6.75532;1875;34
27947.9;7;0.0181237;6.8559;6.75725;1876;34
27966.2;6;0.018114;6.85433;6.75574;1877;34
27970.9;7;0.0181044;6.85583;6.75726;1878;34
28047.6;4;0.0180947;6.85073;6.75243;1879;34
28063.1;4;0.0180851;6.84965;6.7514;1880;34
28064.2;5;0.0180755;6.85107;6.75283;1881;34
28066.2;6;0.0180659;6.85651;6.75827;1882;34
28068.6;7;0.0180563;6.86116;6.76293;1883;34
28085.9;7;0.0180467;6.86815;6.76998;1884;34
28089.2;8;0.0180371;6.88469;6.78653;1885;34
28100.2;9;0.0180276;6.88318;6.78506;1886;34
28116.3;9;0.018018;6.88176;6.78369;1887;34
28122.6;10;0.0180085;6.88415;6.78611;1888;34
28161.2;9;0.0179989;6.87927;6.78137;1889;34
28178.7;9;0.0179894;6.87595;6.7781;1890;34
28183.9;10;0.0179799;6.88077;6.78294;1891;34
28205.1;10;0.0179704;6.87856;6.78081;1892;34
28210.8;10;0.0179609;6.88016;6.78242;1893;34
28225.4;10;0.0179514;6.88118;6.78349;1894;34
28229.4;11;0.017942;6.8804;6.78273;1895;34
28230.9;12;0.0179325;6.88466;6.787;1896;34
28247.7;10;0.017923;6.88804;6.79044;1897;34
28249.9;11;0.0179136;6.89238;6.79478;1898;34
28295.4;9;0.0179042;6.88502;6.78758;1899;34
28297.7;10;0.0178947;6.88934;6.79191;1900;34
28305.8;11;0.0178853;6.88929;6.79188;1901;34
28340.5;12;0.0178759;6.88568;6.7884;1902;34
28341.4;13;0.0178665;6.8924;6.79512;1903;34
28359.1;12;0.0178571;6.89025;6.79303;1904;34
28387.2;11;0.0178478;6.88893;6.7918;1905;34
28390.9;11;0.0178384;6.89061;6.79349;1906;34
28391.1;12;0.0178291;6.89879;6.80168;1907;34
28418.1;11;0.0178197;6.89226;6.79524;1908;34
28441;8;0.0178104;6.88774;6.7908;1909;34
28467.1;7;0.017801;6.88384;6.78699;1910;34
28485.1;6;0.0177917;6.88155;6.78476;1911;34
28487.4;7;0.0177824;6.88241;6.78562;1912;34
28488.5;8;0.0177731;6.89099;6.79421;1913;34
28497.6;9;0.0177638;6.89054;6.79379;1914;34
28523.9;10;0.0177546;6.8864;6.78974;1915;34
28543.3;8;0.0177453;6.88174;6.78515;1916;34
28597.3;3;0.017736;6.86983;6.77342;1917;34
28603.8;4;0.0177268;6.86927;6.77288;1918;34
28609.8;5;0.0177176;6.87042;6.77405;1919;34
28611.1;6;0.0177083;6.87205;6.77569;1920;34
28619.8;7;0.0176991;6.87044;6.7741;1921;34
28633.6;4;0.0176899;6.87287;6.77657;1922;34
28644.3;5;0.0176807;6.87177;6.77551;1923;34
28644.4;6;0.0176715;6.87382;6.77756;1924;34
28647.9;7;0.0176623;6.88389;6.78764;1925;34
28654.5;8;0.0176532;6.88355;6.78733;1926;34
28656.7;9;0.017644;6.88974;6.79352;1927;34
28658.8;10;0.0176349;6.89044;6.79424;1928;34
28690.4;7;0.0176257;6.88557;6.78947;1929;34
28740.8;5;0.0176166;6.87684;6.78091;1930;34
28748.4;6;0.0176075;6.87763;6.78172;1931;34
28760.9;7;0.0175983;6.88485;6.78899;1932;34
28780.8;7;0.0175892;6.88027;6.78447;1933;34
28825.7;5;0.0175801;6.87536;6.77971;1934;34
28843.4;5;0.0175711;6.87163;6.77604;1935;34
28847.6;6;0.017562;6.87674;6.78117;1936;34
28859.3;5;0.0175529;6.87598;6.78044;1937;34
28886.7;6;0.0175439;6.86951;6.77406;1938;34
28893.7;6;0.0175348;6.87483;6.77941;1939;34
28899;7;0.0175258;6.88184;6.78643;1940;34
28901.9;8;0.0175167;6.88255;6.78716;1941;34
28937.8;8;0.0175077;6.87827;6.78299;1942;34
28942.9;8;0.0174987;6.88351;6.78825;1943;34
28944.9;9;0.0174897;6.88362;6.78836;1944;34
28947.5;10;0.0174807;6.88349;6.78824;1945;34
28972.2;8;0.0174717;6.87926;6.78409;1946;34
28976.6;9;0.0174628;6.89007;6.79492;1947;34
28988.2;10;0.0174538;6.88903;6.79391;1948;34
29050.7;7;0.0174448;6.87731;6.78241;1949;34
29134.9;4;0.0174359;6.86012;6.76548;1950;34
29141.7;3;0.017427;6.85914;6.76453;1951;34
29155;4;0.017418;6.85837;6.7638;1952;34
29164.1;4;0.0174091;6.86172;6.76718;1953;34
29166.8;5;0.0174002;6.86164;6.7671;1954;34
29169.9;6;0.0173913;6.86105;6.76653;1955;34
29178;6;0.0173824;6.85916;6.76466;1956;34
29198.1;5;0.0173735;6.85627;6.76184;1957;34
29205.7;6;0.0173647;6.85607;6.76166;1958;34
29234.2;5;0.0173558;6.85534;6.76102;1959;34
29269.8;4;0.0173469;6.84719;6.75299;1960;34
29279;4;0.0173381;6.84685;6.75268;1961;34
29284.5;5;0.0173293;6.85001;6.75585;1962;34
29340.7;3;0.0173204;6.84215;6.74818;1963;34
29344.6;4;0.0173116;6.846;6.75204;1964;34
29356;5;0.0173028;6.84371;6.74978;1965;34
29356.2;6;0.017294;6.84711;6.75318;1966;34
29368;6;0.0172852;6.85562;6.76174;1967;34
29372.1;7;0.0172764;6.86157;6.7677;1968;34
29415;6;0.0172676;6.85459;6.76086;1969;34
29415.5;7;0.0172589;6.85575;6.76202;1970;34
29426.4;8;0.0172501;6.85433;6.76063;1971;34
29451.8;9;0.0172414;6.85787;6.76425;1972;34
29459.3;7;0.0172326;6.85887;6.76528;1973;34
29502.7;6;0.0172239;6.8489;6.75545;1974;34
29512.8;5;0.0172152;6.84671;6.75328;1975;34
29564.2;4;0.0172065;6.83906;6.7458;1976;34
29586.6;4;0.0171978;6.83599;6.7428;1977;34
29586.9;5;0.0171891;6.84162;6.74844;1978;34
29588.4;6;0.0171804;6.84702;6.75384;1979;34
29630.3;7;0.0171717;6.83742;6.74437;1980;34
29644.4;7;0.017163;6.83457;6.74157;1981;34
29665.4;6;0.0171544;6.83144;6.7385;1982;34
29672.1;7;0.0171457;6.83376;6.74084;1983;34
29673.3;8;0.0171371;6.84517;6.75225;1984;34
29677.9;9;0.0171285;6.8469;6.754;1985;34
29679.8;10;0.0171198;6.85053;6.75763;1986;34
29709.4;9;0.0171112;6.8497;6.7569;1987;34
29725.7;9;0.0171026;6.84837;6.75561;1988;34
29727.7;10;0.017094;6.84998;6.75723;1989;34
29763.4;7;0.0170854;6.84448;6.75184;1990;34
29790.3;6;0.0170768;6.84119;6.74864;1991;34
29802.1;5;0.0170683;6.84064;6.74812;1992;34
29815.3;6;0.0170597;6.84157;6.74909;1993;34
29836.4;7;0.0170512;6.84398;6.75157;1994;34
29838.1;8;0.0170426;6.84803;6.75562;1995;34
29856.4;8;0.0170341;6.84949;6.75715;1996;34
29895.8;6;0.0170255;6.84271;6.75048;1997;34
29898.1;7;0.017017;6.84299;6.75077;1998;34
29941.6;6;0.0170085;6.83443;6.74235;1999;34
29958.7;7;0.017;6.83234;6.74031;2000;34
29960.5;8;0.0169915;6.83739;6.74537;2001;34
29965.9;8;0.016983;6.83923;6.74722;2002;34
29985.1;7;0.0169745;6.84027;6.74832;2003;34
30012.2;8;0.0169661;6.83454;6.74267;2004;34
30019.8;7;0.0169576;6.83345;6.7416;2005;34
30048.2;5;0.0169492;6.83354;6.74178;2006;34
30058.5;4;0.0169407;6.83279;6.74106;2007;34
30070.6;5;0.0169323;6.83091;6.73922;2008;34
30097.7;5;0.0169238;6.83148;6.73987;2009;34
30107.4;5;0.0169154;6.83033;6.73875;2010;34
30117.6;6;0.016907;6.82821;6.73667;2011;34
30122;7;0.0168986;6.82846;6.73692;2012;34
30139.6;5;0.0168902;6.82647;6.73499;2013;34
30147.1;6;0.0168818;6.82765;6.73619;2014;34
30154.5;6;0.0168734;6.8312;6.73976;2015;34
30160.6;6;0.0168651;6.83171;6.74029;2016;34
30177.8;7;0.0168567;6.83237;6.74101;2017;34
30195.2;8;0.0168484;6.8301;6.73879;2018;34
30207.1;8;0.01684;6.8279;6.73662;2019;34
30249;4;0.0168317;6.82318;6.73203;2020;34
30250.9;5;0.0168234;6.82309;6.73195;2021;34
30263;5;0.016815;6.83349;6.74238;2022;34
