tempo;ocupacao_linhas;prob_bloqueio;trafego_oferecido;trafego_transportado;total_chamadas;bloqueadas
102.825;1;0;1.59834;1.59834;1;0
111.647;2;0;1.95224;1.95224;2;0
114.913;3;0;2.80962;2.80962;3;0
126.209;4;0;2.71265;2.71265;4;0
127.899;5;0;4.04358;4.04358;5;0
132.394;6;0;4.16443;4.16443;6;0
134.734;7;0;4.9759;4.9759;7;0
144.986;8;0;6.27416;6.27416;8;0
209.613;6;0;5.25343;5.25343;9;0
225.142;6;0;4.89622;4.89622;10;0
252.778;6;0;5.20272;5.20272;11;0
265.211;6;0;6.7387;6.7387;12;0
347.776;5;0;5.32053;5.32053;13;0
362.748;6;0;5.24094;5.24094;14;0
371.364;7;0;5.60252;5.60252;15;0
379.04;8;0;5.69927;5.69927;16;0
385.362;8;0;6.34897;6.34897;17;0
401.42;8;0;6.15583;6.15583;18;0
409.083;9;0;6.20043;6.20043;19;0
412.466;9;0;6.18168;6.18168;20;0
430.889;7;0;5.92784;5.92784;21;0
435.801;7;0;6.0027;6.0027;22;0
436.989;8;0;6.16305;6.16305;23;0
466.982;7;0;5.79895;5.79895;24;0
489.24;6;0;5.58601;5.58601;25;0
513.279;6;0;5.32501;5.32501;26;0
515.895;4;0;5.39335;5.39335;27;0
515.899;5;0;5.64984;5.64984;28;0
530.29;6;0;5.52936;5.52936;29;0
548.952;6;0;5.51964;5.51964;30;0
606.498;5;0;5.06019;5.06019;31;0
643.101;6;0;5.50834;5.50834;32;0
687.387;3;0;5.3408;5.3408;33;0
688.69;4;0;5.40782;5.40782;34;0
708.669;5;0;5.28036;5.28036;35;0
714.352;6;0;5.33968;5.33968;36;0
719.267;7;0;5.34434;5.34434;37;0
743.621;5;0;5.27434;5.27434;38;0
755.287;5;0;5.23194;5.23194;39;0
756.09;6;0;5.29416;5.29416;40;0
790.291;5;0;5.10401;5.10401;41;0
804.966;6;0;5.08027;5.08027;42;0
812.597;6;0;5.26475;5.26475;43;0
828.257;4;0;5.26847;5.26847;44;0
851.199;5;0;5.20396;5.20396;45;0
854.576;6;0;5.21681;5.21681;46;0
854.731;7;0;5.42388;5.42388;47;0
871.079;7;0;5.40354;5.40354;48;0
877.534;8;0;5.40448;5.40448;49;0
919.936;5;0;5.36343;5.36343;50;0
930.452;6;0;5.51291;5.51291;51;0
931.248;7;0;5.5476;5.5476;52;0
932.782;8;0;5.62982;5.62982;53;0
951.149;8;0;5.52467;5.52467;54;0
991.978;7;0;5.48638;5.48638;55;0
997.84;8;0;5.47383;5.47383;56;0
999.854;9;0;5.62819;5.62819;57;0
1008.18;9;0;5.60173;5.60173;58;0
1034.74;6;0;5.63776;5.63776;59;0
1046.19;7;0;5.60591;5.60591;60;0
1056.73;8;0;5.67058;5.67058;61;0
1070.61;9;0;5.63276;5.63276;62;0
1079.3;9;0;5.61764;5.61764;63;0
1083.6;10;0;5.78869;5.78869;64;0
1095.05;11;0;5.7447;5.7447;65;0
1110.43;11;0;5.7245;5.7245;66;0
1161.97;7;0;5.54401;5.54401;67;0
1168.29;7;0;5.51846;5.51846;68;0
1203.01;4;0;5.40895;5.40895;69;0
1204.27;5;0;5.46568;5.46568;70;0
1220.6;6;0;5.40617;5.40617;71;0
1235.69;6;0;5.40368;5.40368;72;0
1253.37;5;0;5.32882;5.32882;73;0
1273.41;4;0;5.26871;5.26871;74;0
1292.04;4;0;5.31885;5.31885;75;0
1300.76;4;0;5.29664;5.29664;76;0
1304.96;4;0;5.33259;5.33259;77;0
1319.15;3;0;5.54775;5.54775;78;0
1320.94;4;0;5.58244;5.58244;79;0
1321.02;5;0;5.62996;5.62996;80;0
1366.95;6;0;5.45327;5.45327;81;0
1392.18;3;0;5.38458;5.38458;82;0
1399.36;4;0;5.36919;5.36919;83;0
1424.29;4;0;5.43025;5.43025;84;0
1456.49;3;0;5.38972;5.38972;85;0
1461.06;4;0;5.45852;5.45852;86;0
1461.99;5;0;5.58939;5.58939;87;0
1478.76;6;0;5.53824;5.53824;88;0
1483.53;7;0;5.55482;5.55482;89;0
1488.85;8;0;5.62738;5.62738;90;0
1493.33;9;0;6.04086;6.04086;91;0
1523.09;9;0;5.93695;5.93695;92;0
1566.12;8;0;5.87332;5.87332;93;0
1568.57;9;0;5.90188;5.90188;94;0
1601.77;8;0;5.91527;5.91527;95;0
1667.16;5;0;5.70031;5.70031;96;0
1679.3;5;0;5.69544;5.69544;97;0
1685.09;6;0;5.72502;5.72502;98;0
1725.17;5;0;5.613;5.613;99;0
1749.78;5;0;5.5814;5.5814;100;0
1768.81;4;0;5.55237;5.55237;101;0
1791.26;5;0;5.5087;5.5087;102;0
1800.95;6;0;5.51708;5.51708;103;0
1829.12;5;0;5.45193;5.45193;104;0
1829.7;6;0;5.54098;5.54098;105;0
1830.91;7;0;5.63151;5.63151;106;0
1847.69;6;0;5.62269;5.62269;107;0
1847.76;7;0;5.74844;5.74844;108;0
1847.79;8;0;5.87608;5.87608;109;0
1855.02;9;0;5.85701;5.85701;110;0
1867.73;8;0;5.82312;5.82312;111;0
1914.31;7;0;5.75882;5.75882;112;0
1933.35;7;0;5.74813;5.74813;113;0
1937.39;8;0;5.76015;5.76015;114;0
1962;9;0;5.72841;5.72841;115;0
1969.75;10;0;5.73198;5.73198;116;0
1981.49;11;0;5.70595;5.70595;117;0
1988.48;11;0;5.70954;5.70954;118;0
1991.37;12;0;5.72986;5.72986;119;0
1996.41;12;0;5.80013;5.80013;120;0
2011.49;11;0;5.78589;5.78589;121;0
2016.17;12;0;5.84267;5.84267;122;0
2017.7;13;0;5.86316;5.86316;123;0
2043.34;10;0;5.81587;5.81587;124;0
2048.86;10;0;5.83457;5.83457;125;0
2064.95;10;0;5.80363;5.80363;126;0
2103.73;5;0;5.71933;5.71933;127;0
2111.29;6;0;5.70917;5.70917;128;0
2116.97;7;0;5.7199;5.7199;129;0
2146.25;5;0;5.64619;5.64619;130;0
2148.43;6;0;5.65525;5.65525;131;0
2155.92;5;0;5.65434;5.65434;132;0
2204.25;1;0;5.58277;5.58277;133;0
2204.61;2;0;5.63558;5.63558;134;0
2213.28;3;0;5.71383;5.71383;135;0
2240.19;4;0;5.65239;5.65239;136;0
2242.35;5;0;5.73012;5.73012;137;0
2246.9;6;0;5.83131;5.83131;138;0
2264.1;6;0;5.80665;5.80665;139;0
2303.62;7;0;5.73336;5.73336;140;0
2306.68;8;0;5.76453;5.76453;141;0
2319.02;8;0;5.76681;5.76681;142;0
2337.61;7;0;5.80137;5.80137;143;0
2348.23;8;0;5.78805;5.78805;144;0
2365.62;8;0;5.75356;5.75356;145;0
2383.44;8;0;5.71621;5.71621;146;0
2384.09;9;0;5.76516;5.76516;147;0
2389.03;9;0;5.83952;5.83952;148;0
2389.92;10;0;5.84749;5.84749;149;0
2431.8;6;0;5.76714;5.76714;150;0
2441.72;6;0;5.8513;5.8513;151;0
2442.42;7;0;5.86704;5.86704;152;0
2444.46;8;0;5.95441;5.95441;153;0
2461.89;9;0;5.97248;5.97248;154;0
2472.4;10;0;5.95046;5.95046;155;0
2491.42;8;0;5.92152;5.92152;156;0
2500.59;8;0;5.92814;5.92814;157;0
2533.93;6;0;5.87776;5.87776;158;0
2548.85;7;0;5.86982;5.86982;159;0
2552.41;8;0;5.87628;5.87628;160;0
2567.2;9;0;5.86191;5.86191;161;0
2576.9;9;0;6.03909;6.03909;162;0
2591.19;9;0;6.09442;6.09442;163;0
2596.5;9;0;6.08761;6.08761;164;0
2603.78;10;0;6.08178;6.08178;165;0
2614.71;8;0;6.09335;6.09335;166;0
2625.47;7;0;6.09096;6.09096;167;0
2629.18;8;0;6.08407;6.08407;168;0
2645.03;7;0;6.11319;6.11319;169;0
2652.11;8;0;6.17331;6.17331;170;0
2667.23;9;0;6.14017;6.14017;171;0
2671.8;9;0;6.26373;6.26373;172;0
2679.35;9;0;6.35371;6.35371;173;0
2696.42;9;0;6.3887;6.3887;174;0
2703.3;10;0;6.37782;6.37782;175;0
2705.86;10;0;6.38386;6.38386;176;0
2713.79;10;0;6.52074;6.52074;177;0
2716.22;11;0;6.52762;6.52762;178;0
2748.03;10;0;6.50756;6.50756;179;0
2755.46;10;0;6.55456;6.55456;180;0
2797.29;11;0;6.49502;6.49502;181;0
2804.54;12;0;6.51391;6.51391;182;0
2822.1;11;0;6.48118;6.48118;183;0
2828.47;12;0;6.48926;6.48926;184;0
2831.77;13;0;6.48966;6.48966;185;0
2839.35;13;0.00537634;6.5404;6.47234;186;1
2840.96;13;0.0106952;6.56873;6.46867;187;2
2848.06;13;0.0106383;6.62226;6.52245;188;2
2869.16;12;0.010582;6.6682;6.56913;189;2
2871.57;13;0.0105263;6.68198;6.58299;190;2
2884.63;13;0.0157068;6.67257;6.55318;191;3
2903.04;11;0.015625;6.67046;6.55183;192;3
2925.95;10;0.015544;6.62552;6.50781;193;3
2959.82;8;0.0154639;6.5922;6.47584;194;3
2990.66;8;0.0153846;6.52792;6.41276;195;3
2994.32;9;0.0153061;6.52982;6.4148;196;3
2997.96;10;0.0152284;6.55588;6.441;197;3
3005.43;10;0.0151515;6.58869;6.4741;198;3
3007.81;11;0.0150754;6.63242;6.51792;199;3
3010.07;12;0.015;6.64777;6.53336;200;3
3031.42;10;0.0149254;6.69735;6.58374;201;3
3031.66;11;0.0148515;6.7181;6.6045;202;3
3070.24;11;0.0147783;6.71045;6.59828;203;3
3083.34;11;0.0147059;6.68567;6.57397;204;3
3104.14;7;0.0146341;6.70274;6.59179;205;3
3126.56;8;0.0145631;6.65693;6.54678;206;3
3158.54;4;0.0144928;6.68627;6.57724;207;3
3197.38;5;0.0144231;6.63913;6.53142;208;3
3241;6;0.0143541;6.57817;6.4719;209;3
3242.37;7;0.0142857;6.57709;6.47087;210;3
3255.25;7;0.014218;6.57032;6.46452;211;3
3257.99;8;0.0141509;6.57604;6.47033;212;3
3260.63;9;0.0140845;6.61211;6.50649;213;3
3274.82;10;0.0140187;6.60311;6.49795;214;3
3358.53;3;0.0139535;6.46591;6.36336;215;3
3359.24;4;0.0138889;6.48047;6.37795;216;3
3381.13;5;0.0138249;6.44976;6.3479;217;3
3402.14;5;0.0137615;6.43435;6.33312;218;3
3403.01;6;0.0136986;6.57781;6.4766;219;3
3404.8;7;0.0136364;6.58928;6.48813;220;3
3405.73;8;0.0135747;6.60363;6.50251;221;3
3409.43;9;0.0135135;6.64056;6.53955;222;3
3439.42;8;0.0134529;6.74129;6.64116;223;3
3454.18;8;0.0133929;6.7848;6.68509;224;3
3467.6;6;0.0133333;6.76305;6.66373;225;3
3474;7;0.0132743;6.75663;6.65749;226;3
3516.08;5;0.0132159;6.68624;6.58829;227;3
3522.43;6;0.0131579;6.69222;6.59444;228;3
3525.81;7;0.0131004;6.74101;6.64333;229;3
3531.62;8;0.0130435;6.73892;6.6414;230;3
3537.34;9;0.012987;6.82616;6.7288;231;3
3541.2;10;0.012931;6.83111;6.73386;232;3
3543.37;11;0.0128755;6.89636;6.79916;233;3
3548.71;12;0.0128205;6.88748;6.79043;234;3
3557.86;11;0.012766;6.90607;6.80927;235;3
3601.46;8;0.0127119;6.82297;6.72735;236;3
3631.14;8;0.0126582;6.80107;6.70622;237;3
3638.5;9;0.012605;6.81483;6.72017;238;3
3639.74;10;0.0125523;6.85427;6.75965;239;3
3645.35;11;0.0125;6.88282;6.78834;240;3
3673.94;12;0.0124481;6.83205;6.73831;241;3
3683.96;13;0.0123967;6.81625;6.72277;242;3
3718.42;10;0.0123457;6.82096;6.72834;243;3
3730.99;10;0.0122951;6.84519;6.75288;244;3
3734.78;11;0.0122449;6.84506;6.75284;245;3
3735.18;12;0.0121951;6.88603;6.79382;246;3
3737.31;13;0.0121457;7.03153;6.93938;247;3
3749.37;13;0.0120968;7.06682;6.97496;248;3
3753.78;13;0.0160643;7.08961;6.96676;249;4
3767.7;12;0.016;7.14982;7.02743;250;4
3767.81;13;0.0159363;7.19378;7.07139;251;4
3789.01;13;0.015873;7.20299;7.08129;252;4
3810.49;12;0.0158103;7.1656;7.04458;253;4
3817.83;13;0.015748;7.19455;7.07376;254;4
3818.8;13;0.0196078;7.20418;7.07197;255;5
3822.63;13;0.0234375;7.19946;7.06488;256;6
3829.1;13;0.0233463;7.18944;7.05509;257;6
3841.2;13;0.0232558;7.21605;7.08212;258;6
3847.49;13;0.027027;7.21887;7.07053;259;7
3854.44;13;0.0307692;7.20737;7.05778;260;8
3867.72;13;0.0344828;7.19679;7.03356;261;9
3877.18;13;0.0381679;7.21444;7.01639;262;10
3886.76;13;0.0380228;7.22364;7.02609;263;10
3900.98;12;0.0378788;7.2032;7.00636;264;10
3951.85;10;0.0377358;7.17765;6.98334;265;10
3976.89;8;0.037594;7.1457;6.95262;266;10
3991.39;7;0.0374532;7.16034;6.96797;267;10
4032.1;5;0.0373134;7.09895;6.90852;268;10
4060.7;6;0.0371747;7.06137;6.87227;269;10
4072.84;7;0.037037;7.06041;6.87188;270;10
4078.38;7;0.0369004;7.07349;6.88521;271;10
4084.21;8;0.0367647;7.07621;6.88821;272;10
4086.98;9;0.03663;7.0727;6.88482;273;10
4111.77;7;0.0364964;7.05285;6.86611;274;10
4113.8;8;0.0363636;7.09034;6.90368;275;10
4114;9;0.0362319;7.10348;6.91683;276;10
4115.69;10;0.0361011;7.11188;6.92532;277;10
4128.25;11;0.0359712;7.163;6.977;278;10
4133.55;12;0.0358423;7.18638;7.00062;279;10
4152.83;12;0.0357143;7.15568;6.97078;280;10
4166.64;9;0.0355872;7.13957;6.95529;281;10
4171.9;8;0.035461;7.15291;6.96886;282;10
4173.59;9;0.0353357;7.15244;6.96846;283;10
4187.79;9;0.0352113;7.1508;6.96744;284;10
4205.88;8;0.0350877;7.14476;6.9622;285;10
4214.51;9;0.034965;7.1371;6.95491;286;10
4219.27;9;0.0348432;7.1362;6.95421;287;10
4223.98;10;0.0347222;7.16633;6.98454;288;10
4254.3;9;0.0346021;7.1243;6.94381;289;10
4274.3;8;0.0344828;7.11437;6.93472;290;10
4275.73;9;0.0343643;7.16374;6.98416;291;10
4285.86;8;0.0342466;7.18401;7.00485;292;10
4287.36;9;0.0341297;7.19138;7.01228;293;10
4297.48;8;0.0340136;7.18315;7.00448;294;10
4310.16;8;0.0338983;7.22075;7.04259;295;10
4347.13;7;0.0337838;7.24175;7.06511;296;10
4386.82;6;0.03367;7.20313;7.02809;297;10
4402.75;7;0.033557;7.22129;7.04689;298;10
4408.3;8;0.0334448;7.27324;7.09905;299;10
4422.6;9;0.0333333;7.257;7.08338;300;10
4428.63;9;0.0332226;7.25537;7.08198;301;10
4453.49;9;0.0331126;7.22437;7.05195;302;10
4460.95;9;0.0330033;7.26429;7.09216;303;10
4470.32;9;0.0328947;7.31625;7.14448;304;10
4479.64;10;0.0327869;7.31816;7.14675;305;10
4480.04;11;0.0326797;7.3246;7.1532;306;10
4480.51;12;0.0325733;7.33244;7.16107;307;10
4490.25;13;0.0324675;7.33855;7.16755;308;10
4495.89;13;0.0323625;7.39599;7.2252;309;10
4510.43;12;0.0322581;7.41149;7.24125;310;10
4513.68;12;0.0321543;7.43207;7.26195;311;10
4556.75;11;0.0320513;7.39581;7.2273;312;10
4560.49;12;0.0319489;7.40563;7.23726;313;10
4577.93;12;0.0318471;7.39536;7.22763;314;10
4650.13;9;0.031746;7.2913;7.12618;315;10
4660.56;9;0.0316456;7.2946;7.12984;316;10
4664.81;10;0.0315457;7.29162;7.12701;317;10
4680.97;10;0.0314465;7.27655;7.11251;318;10
4681.88;11;0.031348;7.33768;7.17367;319;10
4681.92;12;0.03125;7.34075;7.17674;320;10
4690.77;11;0.0311526;7.35212;7.18843;321;10
4705.38;9;0.0310559;7.40629;7.2431;322;10
4724.74;8;0.0309598;7.39581;7.23329;323;10
4732.28;8;0.0308642;7.45741;7.29515;324;10
4793.56;7;0.0307692;7.36526;7.20507;325;10
4805.65;7;0.0306748;7.3657;7.20591;326;10
4806.66;8;0.030581;7.37439;7.21464;327;10
4811.56;7;0.0304878;7.36964;7.21006;328;10
4814.83;8;0.0303951;7.37542;7.21594;329;10
4823.14;8;0.030303;7.36751;7.20831;330;10
4862.19;6;0.0302115;7.31917;7.16125;331;10
4874.06;6;0.0301205;7.3129;7.15536;332;10
4882.2;7;0.03003;7.30884;7.15156;333;10
4885.32;8;0.0299401;7.39798;7.2408;334;10
4901.76;8;0.0298507;7.39508;7.23844;335;10
4922.06;7;0.0297619;7.36987;7.21387;336;10
4944.53;7;0.0296736;7.3392;7.1839;337;10
4959.75;6;0.0295858;7.32314;7.16832;338;10
4992.78;5;0.0294985;7.27694;7.12315;339;10
4999.91;6;0.0294118;7.27905;7.12547;340;10
5026.04;5;0.0293255;7.24615;7.09337;341;10
5027.63;6;0.0292398;7.27614;7.12341;342;10
5028.17;7;0.0291545;7.27985;7.12714;343;10
5029.77;8;0.0290698;7.2808;7.12814;344;10
5030.5;9;0.0289855;7.28897;7.13633;345;10
5032.29;10;0.0289017;7.29598;7.14339;346;10
5058.21;8;0.0288184;7.28594;7.13414;347;10
5078.64;6;0.0287356;7.26132;7.11013;348;10
5083.44;5;0.0286533;7.2611;7.11005;349;10
5110.61;5;0.0285714;7.27155;7.1213;350;10
5121.87;5;0.02849;7.25861;7.10869;351;10
5125.18;6;0.0284091;7.27694;7.12712;352;10
5157.22;6;0.0283286;7.24625;7.09736;353;10
5165.78;7;0.0282486;7.26621;7.11756;354;10
5169.96;8;0.028169;7.26043;7.1119;355;10
5174.85;8;0.0280899;7.26196;7.11358;356;10
5239.1;5;0.0280112;7.20626;7.0597;357;10
5244.77;5;0.027933;7.22308;7.07668;358;10
5285.23;6;0.0278552;7.17112;7.02584;359;10
5291.24;7;0.0277778;7.1817;7.03658;360;10
5300.25;8;0.0277008;7.19701;7.05214;361;10
5304.08;8;0.0276243;7.21939;7.07462;362;10
5310.99;9;0.0275482;7.21055;7.06597;363;10
5335.4;8;0.0274725;7.24835;7.10444;364;10
5354.89;8;0.0273973;7.25717;7.11378;365;10
5358.93;9;0.0273224;7.3391;7.19582;366;10
5405.98;7;0.027248;7.28337;7.14133;367;10
5422.19;7;0.0271739;7.27783;7.13622;368;10
5438.64;8;0.0271003;7.29996;7.15877;369;10
5452.12;6;0.027027;7.28848;7.14764;370;10
5461.45;7;0.0269542;7.2837;7.1431;371;10
5478.14;8;0.0268817;7.27291;7.13274;372;10
5480.17;9;0.0268097;7.32348;7.18336;373;10
5488.82;9;0.026738;7.33648;7.19659;374;10
5500.57;10;0.0266667;7.32348;7.18388;375;10
5513.67;9;0.0265957;7.35028;7.21101;376;10
5524.75;9;0.0265252;7.34175;7.20276;377;10
5533.51;10;0.026455;7.33276;7.19399;378;10
5537.37;11;0.0263852;7.34982;7.21116;379;10
5539.86;12;0.0263158;7.35444;7.21583;380;10
5542.1;12;0.0262467;7.35485;7.21631;381;10
5546.59;12;0.026178;7.35137;7.21293;382;10
5550.7;12;0.0261097;7.34758;7.20924;383;10
5552.18;13;0.0260417;7.3604;7.2221;384;10
5562.18;10;0.025974;7.36583;7.22778;385;10
5596.47;10;0.0259067;7.33588;7.19867;386;10
5599.47;11;0.0258398;7.45812;7.32099;387;10
5626.74;11;0.0257732;7.42653;7.29007;388;10
5633.2;12;0.0257069;7.46081;7.3245;389;10
5675.55;9;0.025641;7.41182;7.27653;390;10
5690.21;8;0.0255754;7.4256;7.29065;391;10
5693.5;9;0.0255102;7.47447;7.33961;392;10
5723.44;8;0.0254453;7.50504;7.37088;393;10
5739.76;9;0.0253807;7.49127;7.35749;394;10
5740.09;10;0.0253165;7.49239;7.35862;395;10
5785.1;7;0.0252525;7.44863;7.3159;396;10
5792.02;8;0.0251889;7.46417;7.3316;397;10
5851.42;8;0.0251256;7.39567;7.26444;398;10
5865.82;9;0.0250627;7.44194;7.31103;399;10
5869.61;9;0.025;7.47083;7.34001;400;10
5872.55;10;0.0249377;7.47725;7.3465;401;10
5879.55;9;0.0248756;7.48143;7.35083;402;10
5879.81;10;0.0248139;7.50154;7.37095;403;10
5903.47;10;0.0247525;7.48962;7.35955;404;10
5907.25;11;0.0246914;7.49325;7.36326;405;10
5918.53;12;0.0246305;7.47924;7.3495;406;10
5953.57;10;0.02457;7.46699;7.33801;407;10
5957.88;9;0.0245098;7.4673;7.33842;408;10
5969.94;10;0.0244499;7.45646;7.32784;409;10
5969.96;11;0.0243902;7.46441;7.33579;410;10
5976.79;12;0.0243309;7.46214;7.33367;411;10
5977.64;13;0.0242718;7.47056;7.34211;412;10
5996.7;11;0.0242131;7.45685;7.3288;413;10
6015.72;9;0.0241546;7.45655;7.32891;414;10
6020.94;9;0.0240964;7.46185;7.33432;415;10
6030.23;10;0.0240385;7.457;7.32966;416;10
6030.98;11;0.0239808;7.4639;7.33658;417;10
6035.1;11;0.0239234;7.46253;7.3353;418;10
6047.53;12;0.0238663;7.44737;7.3204;419;10
6052.05;12;0.0238095;7.44946;7.32259;420;10
6076.46;9;0.023753;7.42819;7.30182;421;10
6077.91;10;0.0236967;7.43763;7.3113;422;10
6079.22;10;0.0236407;7.44918;7.32287;423;10
6090.22;11;0.0235849;7.43674;7.31066;424;10
6092.02;11;0.0235294;7.45716;7.33112;425;10
6118.15;10;0.0234742;7.43044;7.30494;426;10
6142.68;9;0.0234192;7.40842;7.28342;427;10
6143.62;9;0.0233645;7.41452;7.28954;428;10
6192.63;4;0.02331;7.36531;7.24132;429;10
6244.42;3;0.0232558;7.31714;7.19418;430;10
6253.77;3;0.0232019;7.30627;7.18348;431;10
6296.71;3;0.0231481;7.26453;7.14259;432;10
6328.36;2;0.0230947;7.25594;7.1346;433;10
6374.34;2;0.0230415;7.22088;7.10042;434;10
6380.73;3;0.0229885;7.22031;7.09997;435;10
6398.45;4;0.0229358;7.21359;7.09359;436;10
6412.15;5;0.0228833;7.20423;7.08448;437;10
6435.33;5;0.0228311;7.18913;7.06981;438;10
6462.92;5;0.022779;7.16184;7.04303;439;10
6473.35;6;0.0227273;7.23372;7.1151;440;10
6486.15;4;0.0226757;7.23453;7.11614;441;10
6502.77;5;0.0226244;7.21895;7.10087;442;10
6534.33;3;0.0225734;7.18585;7.06834;443;10
6539.1;4;0.0225225;7.18718;7.06976;444;10
6545.89;4;0.0224719;7.18446;7.06715;445;10
6556.11;5;0.0224215;7.17392;7.0568;446;10
6560.8;5;0.0223714;7.18423;7.06719;447;10
6572.56;6;0.0223214;7.1729;7.05608;448;10
6606.21;3;0.0222717;7.14829;7.03206;449;10
6609.24;4;0.0222222;7.14713;7.03095;450;10
6643.39;4;0.0221729;7.15918;7.0436;451;10
6647.58;5;0.0221239;7.15566;7.04015;452;10
6661.05;5;0.0220751;7.16825;7.05297;453;10
6702.46;4;0.0220264;7.15598;7.04142;454;10
6726.38;5;0.021978;7.16226;7.04811;455;10
6734.47;6;0.0219298;7.16175;7.04773;456;10
6741.86;7;0.0218818;7.15853;7.04463;457;10
6747.57;8;0.0218341;7.15842;7.04462;458;10
6748.92;9;0.0217865;7.16012;7.04635;459;10
6767.52;10;0.0217391;7.14048;7.02702;460;10
6782.48;8;0.021692;7.14814;7.03493;461;10
6786.45;9;0.021645;7.1579;7.04475;462;10
6813.66;8;0.0215983;7.13728;7.02459;463;10
6839.94;9;0.0215517;7.11046;6.9982;464;10
6865.04;8;0.0215054;7.09849;6.98664;465;10
6890.57;7;0.0214592;7.10286;6.99142;466;10
6908.89;8;0.0214133;7.12852;7.01738;467;10
6933.79;8;0.0213675;7.10686;6.99611;468;10
6937.79;9;0.021322;7.1941;7.08342;469;10
6939.74;10;0.0212766;7.20436;7.09371;470;10
6952.07;9;0.0212314;7.20271;7.09226;471;10
6955.47;10;0.0211864;7.20333;7.09294;472;10
6966.3;9;0.0211416;7.20048;7.09025;473;10
6988.35;8;0.021097;7.17892;7.06904;474;10
7024.93;6;0.0210526;7.14373;7.03443;475;10
7026.66;6;0.0210084;7.1521;7.04282;476;10
7070.04;5;0.0209644;7.11234;7.00374;477;10
7077.09;6;0.0209205;7.12452;7.01602;478;10
7081.4;7;0.0208768;7.12348;7.01505;479;10
7082.85;8;0.0208333;7.13039;7.02198;480;10
7107.64;5;0.02079;7.11466;7.00663;481;10
7153.35;5;0.0207469;7.0741;6.96676;482;10
7156.97;6;0.0207039;7.07489;6.9676;483;10
7214.32;3;0.0206612;7.01989;6.91345;484;10
7223.42;2;0.0206186;7.01418;6.90788;485;10
7225.47;3;0.0205761;7.02506;6.91879;486;10
7243.71;4;0.0205339;7.04802;6.94202;487;10
7254.94;4;0.0204918;7.13449;7.02865;488;10
7261.53;5;0.0204499;7.13188;7.02613;489;10
7265.58;6;0.0204082;7.15358;7.0479;490;10
7288.89;7;0.0203666;7.13618;7.03084;491;10
7332.82;5;0.0203252;7.10791;7.00319;492;10
7385.45;6;0.020284;7.06031;6.95634;493;10
7390.98;7;0.0202429;7.05527;6.95138;494;10
7403.74;7;0.020202;7.05959;6.95588;495;10
7410.72;7;0.0201613;7.05476;6.95114;496;10
7422.11;8;0.0201207;7.07482;6.97137;497;10
7461.1;6;0.0200803;7.06391;6.961;498;10
7491;7;0.0200401;7.05141;6.94891;499;10
7492.31;8;0.02;7.05292;6.95043;500;10
7507.45;9;0.0199601;7.04144;6.93916;501;10
7554.61;6;0.0199203;6.99891;6.89726;502;10
7576.57;5;0.0198807;6.99594;6.89459;503;10
7597.5;6;0.0198413;6.99604;6.89497;504;10
7621.66;6;0.019802;6.97562;6.87488;505;10
7624.23;7;0.0197628;6.97548;6.87477;506;10
7626.06;8;0.0197239;7.01573;6.91504;507;10
7633.68;9;0.019685;7.03091;6.93033;508;10
7660.63;6;0.0196464;7.01663;6.91639;509;10
7676.52;7;0.0196078;7.00355;6.90353;510;10
7702.48;7;0.0195695;6.9878;6.88811;511;10
7709.76;7;0.0195312;6.98962;6.89003;512;10
7711.18;8;0.0194932;6.98834;6.88876;513;10
7716.01;8;0.0194553;6.98581;6.8863;514;10
7716.49;9;0.0194175;7.01025;6.91075;515;10
7719.16;10;0.0193798;7.02411;6.92464;516;10
7734.28;10;0.0193424;7.01073;6.91145;517;10
7761.45;8;0.019305;6.99048;6.89154;518;10
7766.05;8;0.0192678;6.99199;6.89311;519;10
7819.55;5;0.0192308;6.94807;6.84987;520;10
7822.74;6;0.0191939;6.97186;6.8737;521;10
7825.83;7;0.0191571;6.98164;6.88352;522;10
7830.9;8;0.0191205;6.97824;6.88018;523;10
7837.53;9;0.019084;7.01618;6.91821;524;10
7839.33;10;0.0190476;7.02479;6.92684;525;10
7843.28;10;0.0190114;7.04007;6.94217;526;10
7918.42;8;0.0189753;6.99668;6.89971;527;10
7931.82;7;0.0189394;6.99356;6.89675;528;10
7933.12;8;0.0189036;6.99596;6.89917;529;10
7954.89;8;0.0188679;6.99623;6.8997;530;10
7956.4;9;0.0188324;6.99817;6.90166;531;10
8009.31;5;0.018797;6.95926;6.86339;532;10
8032.03;5;0.0187617;6.94156;6.84596;533;10
8035.34;6;0.0187266;6.94639;6.85083;534;10
8052.33;6;0.0186916;6.93348;6.83812;535;10
8052.45;7;0.0186567;6.95175;6.85639;536;10
8059.15;8;0.018622;6.95827;6.86299;537;10
8062.34;9;0.0185874;6.9971;6.90187;538;10
8077.77;8;0.0185529;6.99515;6.90009;539;10
8086.65;9;0.0185185;7.00137;6.90641;540;10
8119.3;7;0.0184843;6.99295;6.89838;541;10
8120.94;8;0.0184502;7.01714;6.92258;542;10
8121.89;9;0.0184162;7.0177;6.92316;543;10
8124.4;10;0.0183824;7.03405;6.93953;544;10
8136.84;10;0.0183486;7.03042;6.93605;545;10
8143.83;11;0.018315;7.03493;6.94064;546;10
8151.08;12;0.0182815;7.03046;6.93626;547;10
8214.25;6;0.0182482;6.99246;6.89898;548;10
8244.54;6;0.0182149;6.97141;6.87828;549;10
