24.061	13.661	13.661	0
26.1253	16.6858	16.6858	0
26.8895	24.0138	24.0138	0
29.5328	23.1851	23.1851	0
29.9283	34.5605	34.5605	0
30.9803	35.5934	35.5934	0
31.5277	42.5291	42.5291	0
33.9268	53.6253	53.6253	0
49.0495	44.9011	44.9011	0
52.6832	41.848	41.848	0
59.1501	44.4677	44.4677	0
62.0594	57.5957	57.5957	0
81.3796	45.4746	45.4746	0
84.8831	44.7944	44.7944	0
86.8992	47.8848	47.8848	0
88.6955	48.7117	48.7117	0
90.1748	54.2647	54.2647	0
93.9323	52.614	52.614	0
95.7255	52.9951	52.9951	0
96.5171	52.8349	52.8349	0
100.828	50.6653	50.6653	0
101.977	51.3051	51.3051	0
102.255	52.6757	52.6757	0
109.274	49.5637	49.5637	0
114.482	47.7436	47.7436	0
120.107	45.5129	45.5129	0
120.719	46.097	46.097	0
120.72	48.2892	48.2892	0
124.088	47.2595	47.2595	0
128.455	47.1764	47.1764	0
141.92	43.2495	43.2495	0
150.486	47.0798	47.0798	0
160.848	45.6478	45.6478	0
161.153	46.2207	46.2207	0
165.829	45.1313	45.1313	0
167.158	45.6383	45.6383	0
168.309	45.6782	45.6782	0
174.007	45.0798	45.0798	0
176.737	44.7175	44.7175	0
176.925	45.2492	45.2492	0
184.928	43.624	43.624	0
188.362	43.4211	43.4211	0
190.148	44.9979	44.9979	0
193.812	45.0297	45.0297	0
199.181	44.4783	44.4783	0
199.971	44.5881	44.5881	0
200.007	46.358	46.358	0
203.832	46.1841	46.1841	0
205.343	46.1921	46.1921	0
215.265	45.8413	45.8413	0
217.726	47.1189	47.1189	0
217.912	47.4154	47.4154	0
218.271	48.1181	48.1181	0
222.569	47.2194	47.2194	0
232.123	46.8921	46.8921	0
233.494	46.7849	46.7849	0
233.966	48.1042	48.1042	0
235.914	47.8781	47.8781	0
242.13	48.186	48.186	0
244.808	47.9137	47.9137	0
247.275	48.4665	48.4665	0
250.524	48.1432	48.1432	0
252.555	48.014	48.014	0
253.563	49.476	49.476	0
256.241	49.1	49.1	0
259.841	48.9274	48.9274	0
271.9	47.3847	47.3847	0
273.38	47.1663	47.1663	0
281.505	46.2303	46.2303	0
281.799	46.7152	46.7152	0
285.62	46.2066	46.2066	0
289.151	46.1853	46.1853	0
293.289	45.5455	45.5455	0
297.977	45.0317	45.0317	0
302.338	45.4602	45.4602	0
304.379	45.2704	45.2704	0
305.361	45.5777	45.5777	0
308.68	47.4166	47.4166	0
309.099	47.7132	47.7132	0
309.119	48.1193	48.1193	0
319.867	46.6092	46.6092	0
325.769	46.022	46.022	0
327.451	45.8905	45.8905	0
333.284	46.4124	46.4124	0
340.819	46.0659	46.0659	0
341.887	46.654	46.654	0
342.106	47.7725	47.7725	0
346.029	47.3354	47.3354	0
347.147	47.4771	47.4771	0
348.39	48.0973	48.0973	0
349.439	51.6313	51.6313	0
356.404	50.7432	50.7432	0
366.472	50.1993	50.1993	0
367.046	50.4434	50.4434	0
374.813	50.5578	50.5578	0
390.116	48.7206	48.7206	0
392.955	48.679	48.679	0
394.311	48.9318	48.9318	0
403.69	47.9744	47.9744	0
409.449	47.7043	47.7043	0
413.901	47.4562	47.4562	0
419.154	47.0829	47.0829	0
421.422	47.1545	47.1545	0
428.015	46.5977	46.5977	0
428.151	47.3588	47.3588	0
428.432	48.1325	48.1325	0
432.359	48.0572	48.0572	0
432.376	49.132	49.132	0
432.384	50.2229	50.2229	0
434.075	50.06	50.06	0
437.049	49.7702	49.7702	0
447.948	49.2207	49.2207	0
452.404	49.1293	49.1293	0
453.349	49.232	49.232	0
459.108	48.9608	48.9608	0
460.922	48.9913	48.9913	0
463.668	48.7688	48.7688	0
465.305	48.7995	48.7995	0
