12.0305	68.3052	0	0
13.0627	91.0121	0	0
14.0277	91.7013	0	0
14.2254	95.771	0	0
17.372	112.696	0	0
18.5716	132.592	0	0
22.878	107.885	0	0
26.1115	197.291	0	0
29.9418	182.603	0.192729	0
31.6935	180.382	0.182077	0
32.6077	187.542	0.176972	0
33.3474	190.85	0.173047	0
38.5026	173.792	0.149877	0
38.8984	176.127	0.148352	0
39.1368	182.942	0.147449	0
39.2757	200.713	0.146927	0
40.6653	196.915	0.141906	0
43.4779	184.18	0.132726	0
43.4837	199.373	0.132709	0
45.1674	233.348	0.13114	0
45.4809	236.024	0.130236	0
49.7635	216.563	0.119028	0
58.2851	189.457	0.101626	0
60.6226	184.787	0.0977072	0
60.9416	186.249	0.0971958	0
63.791	178.339	0.0928543	0
65.1968	178.423	0.0908522	0
69.1982	171.69	0.0855985	0
69.7524	183.851	0.0849185	0
71.5847	180.678	0.0827449	0
73.1242	178.827	0.0810028	0
73.1423	181.652	0.0809827	0
76.3427	176.375	0.0775879	0
81.3037	165.931	0.0728536	0
84.7488	161.35	0.0698921	0
84.9282	176.634	0.0697444	0
86.4618	184.348	0.0685073	0
87.1476	186.003	0.0679682	0
87.5011	186.405	0.0676936	0
90.609	183.793	1.19238	0
93.9584	184.023	1.60059	0
95.5827	182.36	1.57339	0
96.271	191.939	1.56214	0
97.6098	206.465	1.54072	0
97.9351	210.133	1.5356	0
98.6749	208.973	1.52409	0
98.7685	212.578	1.52264	0
100.679	214.252	1.49375	0
100.978	213.703	1.48933	0
103.322	211.597	1.45554	0
103.866	211.332	1.44791	0
104.357	210.895	1.4411	0
105.601	211.05	1.42412	0
105.611	218.793	1.42399	0
106.749	218.423	1.40881	0
107.59	226.442	1.63821	0
107.9	231.16	1.63351	0
108.434	235.046	1.62546	0
110.687	231.079	1.66997	0
111.245	231.227	1.66158	0
112.164	257.983	2.5172	0
115.647	250.904	2.4414	0
116.034	252.616	2.43324	0
119.918	247.723	2.35444	0
123.83	242.359	2.28005	0
124.508	247.463	2.26764	0
126	247.822	2.2408	0
128.226	245.977	2.2019	0
129.213	246.748	2.18508	0
132.509	240.905	2.13072	0
133.162	246.197	2.12027	0
135.126	242.627	2.08946	0
136.533	248.769	2.07519	0
137.379	258.257	2.06242	0
137.507	263.404	2.0605	0
139.735	264.927	2.32062	0
141.336	264.737	2.29433	0
142.243	264.647	2.27969	0
143.169	264.578	2.26495	0
143.507	267.371	2.25961	0
144.533	267.51	2.24359	0
145.08	272.244	2.23513	0
147.627	269.364	2.19656	0
148.273	276.692	2.18699	0
149.541	275.943	2.16845	0
150.425	280.647	2.15571	0
150.816	280.226	2.15011	0
151.071	290.15	2.14648	0
151.644	292.864	2.13838	0
151.686	298.547	2.13778	0
153.819	294.931	2.10814	0.010989
154.072	298.076	2.10468	0.0217391
157.429	293.132	2.0598	0.0322581
162.053	287.243	2.00102	0.0425532
163.145	287.663	2.34421	0.0421053
165.32	287.296	3.06616	0.0416667
168.703	282.099	3.00467	0.0515464
170.789	279.595	2.96797	0.0612245
171.033	285.224	2.96374	0.0707071
171.137	286.936	2.96195	0.08
171.572	293.864	2.95442	0.0891089
171.653	297.025	3.18075	0.0882353
172.418	300.007	3.16664	0.0970874
173.647	299.598	3.14422	0.105769
173.798	301.376	3.1415	0.114286
177.698	295.413	3.07255	0.122642
178.957	294.378	3.05093	0.130841
180.688	294.128	3.02171	0.138889
181.588	298.992	3.61124	0.137615
182.21	299.921	3.59892	0.145455
182.475	302.136	3.5937	0.153153
183.734	302.869	3.56907	0.160714
184.801	305.811	3.54847	0.168142
185.63	305.245	3.53262	0.175439
189.28	308.819	3.99778	0.173913
190.164	308.561	3.97919	0.181034
195.355	300.734	4.3214	0.179487
195.654	300.678	4.72224	0.177966
196.241	300.659	4.70811	0.184874
199.963	301.861	5.65036	0.183333
202.708	300.427	6.01974	0.181818
203.557	300.191	5.99464	0.180328
205.359	299.119	5.94205	0.186992
205.745	298.812	5.9309	0.193548
206.151	300.432	5.91922	0.2
206.982	299.603	5.89545	0.206349
210.566	295.825	6.49814	0.204724
212.094	297.204	6.45131	0.210938
213.177	296.194	6.41855	0.217054
217.139	291.337	6.9591	0.223077
219.404	289.005	6.88728	0.221374
219.829	288.798	6.87396	0.227273
221.662	289.73	7.53786	0.225564
221.926	289.42	7.52889	0.231343
223.027	289.437	7.49172	0.237037
227.542	286.664	7.34308	0.242647
231.785	285.559	7.20865	0.248175
