tempo;L(t);W_wait_avg_s;p_util;OperatorsBusyAvg;Arrivals;Blocked;Served;MaxOperatorsBusy;CarriedErlangs
51480;0.0325427;0.0557875;0.913104;44.7421;35;0;35;49;44.7421
51540;0.0264012;0.0833724;0.892983;43.7562;19;0;19;49;43.7562
51600;0;0;0.733602;35.9465;15;0;15;40;35.9465
51660;0;0;0.795292;38.9693;30;0;30;44;38.9693
51720;0;0;0.77743;38.0941;20;0;20;41;38.0941
51780;0;0;0.769969;37.7285;30;0;30;43;37.7285
51840;0.0332284;0.0687485;0.922886;45.2214;29;0;29;49;45.2214
51900;0.802876;1.9269;0.993453;48.6792;25;0;25;49;48.6792
51960;0;0;0.925404;45.3448;22;0;22;49;45.3448
52020;0;0;0.875821;42.9152;26;0;26;48;42.9152
52080;0.213274;0.34585;0.960442;47.0617;37;0;37;49;47.0617
52140;0.0319027;0.0765665;0.914753;44.8229;25;0;25;49;44.8229
52200;0;0;0.921586;45.1577;26;0;26;49;45.1577
52260;0.696738;1.30638;0.951211;46.6094;32;0;32;49;46.6094
52320;9.57971;19.1594;1;49;30;0;30;49;49
52380;7.30179;16.2262;1;49;27;0;27;49;49
52440;5.71844;14.2961;1;49;30;6;24;49;49
52500;2.09493;6.98312;0.997011;48.8535;20;2;18;49;48.8535
52560;2.15516;4.61819;0.994535;48.7322;28;0;28;49;48.7322
52620;0.0744568;0.148914;0.947954;46.4497;30;0;30;49;46.4497
52680;0.509878;1.01976;0.987726;48.3986;30;0;30;49;48.3986
52740;7.56482;13.3497;1;49;36;2;34;49;49
52800;7.51792;13.6689;1;49;39;6;33;49;49
52860;3.21305;10.7102;1;49;21;3;18;49;49
52920;0.162514;0.336235;0.946636;46.3852;29;0;29;49;46.3852
52980;2.21422;3.59062;0.980436;48.0414;39;2;37;49;48.0414
53040;1.70636;3.65648;0.999913;48.9957;28;0;28;49;48.9957
53100;3.74338;8.31863;0.999285;48.9649;31;4;27;49;48.9649
53160;1.54034;3.18691;0.978899;47.9661;29;0;29;49;47.9661
53220;0.200142;0.444759;0.939486;46.0348;27;0;27;49;46.0348
53280;3.86143;6.26178;0.958631;46.9729;37;0;37;49;46.9729
53340;2.16163;5.18792;0.996905;48.8483;25;0;25;49;48.8483
53400;0.300575;0.667945;0.976784;47.8624;27;0;27;49;47.8624
53460;1.63822;3.38943;0.964874;47.2788;29;0;29;49;47.2788
53520;0.118516;0.253963;0.890311;43.6252;28;0;28;49;43.6252
53580;0;0;0.803638;39.3783;27;0;27;41;39.3783
53640;0;0;0.79031;38.7252;23;0;23;43;38.7252
53700;0;0;0.787663;38.5955;27;0;27;43;38.5955
53760;0;0;0.809215;39.6515;17;0;17;43;39.6515
53820;0;0;0.792202;38.8179;30;0;30;46;38.8179
53880;0;0;0.887337;43.4795;28;0;28;47;43.4795
53940;0.661357;1.58726;0.980879;48.0631;25;0;25;49;48.0631
54000;0;0;0.888551;43.539;27;0;27;48;43.539
54060;0;0;0.873457;42.7994;24;0;24;49;42.7994
54120;0;0;0.726005;35.5743;21;0;21;41;35.5743
54180;0;0;0.863893;42.3308;33;0;33;47;42.3308
54240;0;0;0.812155;39.7956;24;0;24;43;39.7956
54300;0;0;0.880933;43.1657;23;0;23;46;43.1657
54360;0;0;0.796443;39.0257;23;0;23;42;39.0257
54420;0;0;0.803501;39.3715;25;0;25;42;39.3715
54480;0;0;0.74701;36.6035;22;0;22;42;36.6035
54540;0;0;0.851428;41.72;32;0;32;49;41.72
54600;0;0;0.909408;44.561;23;0;23;49;44.561
54660;0;0;0.770652;37.762;22;0;22;41;37.762
54720;0.0536723;0.0920097;0.897432;43.9742;35;0;35;49;43.9742
54780;0;0;0.818581;40.1105;18;0;18;46;40.1105
54840;0;0;0.753912;36.9417;29;0;29;44;36.9417
54900;0;0;0.899494;44.0752;34;0;34;49;44.0752
54960;0;0;0.806347;39.511;31;0;31;48;39.511
55020;0.0389009;0.0833591;0.960043;47.0421;28;0;28;49;47.0421
55080;3.96924;7.44232;0.998372;48.9202;32;0;32;49;48.9202
55140;1.30079;3.1219;0.975707;47.8097;25;0;25;49;47.8097
55200;0;0;0.787097;38.5677;19;0;19;45;38.5677
55260;0;0;0.74132;36.3247;21;0;21;40;36.3247
55320;0;0;0.802078;39.3018;26;0;26;45;39.3018
55380;0;0;0.852194;41.7575;31;0;31;46;41.7575
55440;0.0735837;0.137969;0.909849;44.5826;32;0;32;49;44.5826
55500;0;0;0.872711;42.7628;25;0;25;48;42.7628
55560;0;0;0.86255;42.265;19;0;19;49;42.265
55620;0;0;0.886397;43.4334;27;0;27;48;43.4334
55680;0.146416;0.237431;0.91393;44.7826;37;0;37;49;44.7826
55740;0.785991;2.05041;0.947025;46.4042;23;0;23;49;46.4042
55800;0.226457;0.503239;0.958636;46.9731;27;0;27;49;46.9731
55860;0.093437;0.180846;0.961435;47.1103;31;0;31;49;47.1103
55920;1.68055;3.87819;0.995373;48.7733;26;0;26;49;48.7733
55980;0.0275435;0.0612077;0.91654;44.9105;27;0;27;49;44.9105
56040;0;0;0.720518;35.3054;26;0;26;40;35.3054
56100;0;0;0.817047;40.0353;23;0;23;44;40.0353
56160;0;0;0.881549;43.1959;26;0;26;47;43.1959
56220;0.276615;0.663876;0.923351;45.2442;25;0;25;49;45.2442
56280;0.258148;0.469361;0.962968;47.1854;33;0;33;49;47.1854
56340;0;0;0.891782;43.6973;20;0;20;49;43.6973
56400;0;0;0.893664;43.7895;31;0;31;49;43.7895
56460;0.0928373;0.242184;0.928223;45.4829;23;0;23;49;45.4829
56520;0;0;0.834363;40.8838;20;0;20;46;40.8838
56580;0;0;0.895313;43.8703;30;0;30;47;43.8703
56640;0.013729;0.0294192;0.918951;45.0286;28;0;28;49;45.0286
56700;0;0;0.790992;38.7586;18;0;18;42;38.7586
56760;0;0;0.882477;43.2414;33;0;33;47;43.2414
56820;0;0;0.914182;44.7949;25;0;25;48;44.7949
56880;0;0;0.817351;40.0502;23;0;23;45;40.0502
56940;0;0;0.863036;42.2888;24;0;24;48;42.2888
57000;0;0;0.834845;40.9074;20;0;20;45;40.9074
57060;0.00172358;0.00287264;0.892556;43.7353;36;0;36;49;43.7353
57120;0;0;0.92522;45.3358;25;0;25;49;45.3358
57180;3.92508;7.59693;0.994387;48.725;31;0;31;49;48.725
57240;0.537011;1.03938;0.96766;47.4153;31;0;31;49;47.4153
57300;0.430919;1.2312;0.954469;46.769;21;0;21;49;46.769
57360;0.100109;0.200218;0.938476;45.9853;30;0;30;49;45.9853
57420;1.72299;3.82886;0.997511;48.8781;27;0;27;49;48.8781
57480;0.457029;1.01562;0.977815;47.9129;27;0;27;49;47.9129
57540;0;0;0.847805;41.5425;20;0;20;47;41.5425
57600;0;0;0.785301;38.4797;27;0;27;46;38.4797
57660;0.705522;1.51183;0.947887;46.4465;28;0;28;49;46.4465
57720;2.25637;5.207;0.981578;48.0973;26;0;26;49;48.0973
57780;0;0;0.907233;44.4544;26;0;26;49;44.4544
57840;0;0;0.829871;40.6637;30;0;30;45;40.6637
57900;0;0;0.893408;43.777;20;0;20;48;43.777
57960;0.000614194;0.00111672;0.928678;45.5052;33;0;33;49;45.5052
58020;0.00496416;0.0114558;0.926415;45.3943;26;0;26;49;45.3943
58080;0.0957215;0.191443;0.951191;46.6084;30;0;30;49;46.6084
58140;0;0;0.845691;41.4388;23;0;23;49;41.4388
58200;0;0;0.872988;42.7764;36;0;36;49;42.7764
58260;0;0;0.762057;37.3408;22;0;22;43;37.3408
58320;0;0;0.672183;32.937;23;0;23;38;32.937
58380;0;0;0.565016;27.6858;19;0;19;31;27.6858
58440;0;0;0.618578;30.3103;25;0;25;36;30.3103
58500;0;0;0.867537;42.5093;34;0;34;48;42.5093
58560;0.00703187;0.0156264;0.878801;43.0613;27;0;27;49;43.0613
58620;0.377532;0.906076;0.962539;47.1644;25;0;25;49;47.1644
58680;0.225508;0.563771;0.97069;47.5638;24;0;24;49;47.5638
58740;0;0;0.900536;44.1262;27;0;27;48;44.1262
58800;0;0;0.879575;43.0992;24;0;24;48;43.0992
58860;0.0625109;0.156277;0.962865;47.1804;24;0;24;49;47.1804
58920;5.3354;11.433;0.977001;47.8731;31;3;28;49;47.8731
58980;8.52264;25.5679;1;49;26;6;20;49;49
59040;7.91348;16.9575;1;49;28;0;28;49;49
59100;11.3246;23.4302;1;49;29;0;29;49;49
59160;5.13411;14.0021;1;49;22;0;22;49;49
59220;0.500701;1.0014;0.954807;46.7856;30;0;30;49;46.7856
59280;1.97889;4.24048;0.996033;48.8056;28;0;28;49;48.8056
59340;0.165116;0.521418;0.979707;48.0056;19;0;19;49;48.0056
59400;0;0;0.868932;42.5777;24;0;24;46;42.5777
59460;0;0;0.884626;43.3467;24;0;24;46;43.3467
59520;0;0;0.715293;35.0494;19;0;19;45;35.0494
59580;0;0;0.781052;38.2715;27;0;27;43;38.2715
59640;0.306134;0.592517;0.860285;42.1539;31;0;31;49;42.1539
59700;0.132481;0.305726;0.949703;46.5354;26;0;26;49;46.5354
59760;0;0;0.801224;39.26;25;0;25;45;39.26
59820;0.451189;0.873268;0.915328;44.8511;31;0;31;49;44.8511
59880;0;0;0.91972;45.0663;29;0;29;49;45.0663
59940;0;0;0.863184;42.296;19;0;19;44;42.296
60000;0.0267147;0.0552717;0.920234;45.0915;29;0;29;49;45.0915
60060;0;0;0.893136;43.7637;19;0;19;47;43.7637
60120;0;0;0.796893;39.0477;29;0;29;48;39.0477
60180;0;0;0.894671;43.8389;19;0;19;49;43.8389
60240;0;0;0.910403;44.6097;31;0;31;48;44.6097
60300;0.322324;0.690695;0.978839;47.9631;28;0;28;49;47.9631
60360;0.00520416;0.0141932;0.874569;42.8539;22;0;22;49;42.8539
60420;0.777839;1.50549;0.95769;46.9268;31;0;31;49;46.9268
60480;0;0;0.906337;44.4105;15;0;15;49;44.4105
60540;0;0;0.840742;41.1963;27;0;27;48;41.1963
60600;3.0958;7.7395;0.998812;48.9418;26;2;24;49;48.9418
60660;2.43491;6.08728;0.999184;48.96;28;4;24;49;48.96
60720;1.69576;4.23941;0.996515;48.8292;25;1;24;49;48.8292
60780;0.315599;0.728305;0.964151;47.2434;26;0;26;49;47.2434
60840;0.758436;1.62522;0.964721;47.2713;28;0;28;49;47.2713
60900;0;0;0.870049;42.6324;20;0;20;46;42.6324
60960;0.777227;1.29538;0.899503;44.0757;36;0;36;49;44.0757
61020;0.482331;1.11307;0.976298;47.8386;26;0;26;49;47.8386
61080;0.00694369;0.018114;0.928492;45.4961;23;0;23;49;45.4961
61140;0;0;0.859042;42.093;27;0;27;45;42.093
61200;3.31338;6.21259;0.957899;46.937;32;0;32;49;46.937
61260;1.56509;3.75621;0.99708;48.8569;25;0;25;49;48.8569
61320;0;0;0.896897;43.948;27;0;27;48;43.948
61380;0.050664;0.116917;0.922522;45.2036;26;0;26;49;45.2036
61440;0.822887;1.59268;0.97972;48.0063;31;0;31;49;48.0063
61500;8.73572;20.9657;1;49;25;0;25;49;49
61560;7.86686;21.4551;1;49;27;5;22;49;49
61620;1.01675;2.54188;0.976738;47.8601;24;0;24;49;47.8601
61680;0;0;0.84873;41.5878;19;0;19;49;41.5878
61740;0;0;0.886558;43.4413;22;0;22;48;43.4413
61800;0.0493914;0.102189;0.889705;43.5956;29;0;29;49;43.5956
61860;0.1855;0.347813;0.917176;44.9416;32;0;32;49;44.9416
61920;0;0;0.905919;44.39;24;0;24;48;44.39
61980;0.011527;0.0223104;0.916079;44.8879;31;0;31;49;44.8879
62040;0.015515;0.0404739;0.923297;45.2415;23;0;23;49;45.2415
62100;0;0;0.795347;38.972;24;0;24;47;38.972
62160;0;0;0.872544;42.7546;31;0;31;48;42.7546
62220;0;0;0.934294;45.7804;21;0;21;48;45.7804
62280;0.968703;1.87491;0.98498;48.264;31;0;31;49;48.264
62340;0.289809;0.543392;0.951958;46.6459;33;1;32;49;46.6459
62400;0;0;0.921508;45.1539;29;0;29;49;45.1539
62460;0;0;0.885623;43.3955;28;0;28;49;43.3955
62520;0.253974;0.564387;0.970867;47.5725;27;0;27;49;47.5725
62580;0.347093;0.612517;0.973377;47.6955;34;0;34;49;47.6955
62640;1.49264;3.44455;0.965541;47.3115;26;0;26;49;47.3115
62700;0;0;0.731838;35.86;18;0;18;42;35.86
62760;0;0;0.796385;39.0228;37;0;37;49;39.0228
62820;1.34507;2.24178;0.989229;48.4722;36;0;36;49;48.4722
62880;0.0073512;0.0232143;0.931254;45.6314;19;0;19;49;45.6314
62940;0.487344;1.08299;0.957318;46.9086;27;0;27;49;46.9086
63000;0;0;0.78159;38.2979;26;0;26;45;38.2979
63060;0;0;0.849082;41.605;28;0;28;44;41.605
63120;0;0;0.671733;32.9149;17;0;17;43;32.9149
63180;0;0;0.598362;29.3197;25;0;25;34;29.3197
63240;0;0;0.680721;33.3553;25;0;25;37;33.3553
63300;0;0;0.763394;37.4063;35;0;35;42;37.4063
63360;0;0;0.801518;39.2744;27;0;27;44;39.2744
63420;0;0;0.798993;39.1507;28;0;28;42;39.1507
63480;0;0;0.848805;41.5915;25;0;25;47;41.5915
63540;0;0;0.881791;43.2078;29;0;29;47;43.2078
63600;0;0;0.818058;40.0848;20;0;20;48;40.0848
63660;0;0;0.71744;35.1546;27;0;27;41;35.1546
63720;1.20914;2.26713;0.958228;46.9531;32;0;32;49;46.9531
63780;1.24103;2.12748;0.993262;48.6698;35;0;35;49;48.6698
63840;2.9527;5.7149;0.995422;48.7757;31;0;31;49;48.7757
63900;0;0;0.884624;43.3466;29;0;29;48;43.3466
63960;1.29663;2.68268;0.986935;48.3598;30;1;29;49;48.3598
64020;1.54778;4.64334;0.998066;48.9052;23;3;20;49;48.9052
64080;0.665466;1.426;0.941392;46.1282;28;0;28;49;46.1282
64140;1.41218;3.68395;0.992414;48.6283;23;0;23;49;48.6283
64200;0;0;0.817681;40.0664;25;0;25;47;40.0664
64260;0;0;0.843274;41.3204;22;0;22;45;41.3204
64320;0;0;0.876356;42.9415;31;0;31;47;42.9415
64380;0.0698986;0.15533;0.929894;45.5648;27;0;27;49;45.5648
64440;0;0;0.831855;40.7609;18;0;18;47;40.7609
64500;0;0;0.810179;39.6988;27;0;27;46;39.6988
64560;0;0;0.88177;43.2067;26;0;26;46;43.2067
64620;0;0;0.89607;43.9074;25;0;25;49;43.9074
64680;0;0;0.812354;39.8054;24;0;24;46;39.8054
64740;0;0;0.812137;39.7947;27;0;27;43;39.7947
64800;0;0;0.780111;38.2255;24;0;24;42;38.2255
64860;0;0;0.758384;37.1608;26;0;26;41;37.1608
64920;0.248624;0.414373;0.895001;43.855;36;0;36;49;43.855
64980;0.619025;1.61485;0.974982;47.7741;23;0;23;49;47.7741
65040;0.0800381;0.184703;0.935812;45.8548;26;0;26;49;45.8548
65100;0;0;0.873161;42.7849;28;0;28;47;42.7849
65160;0.636164;1.27233;0.93362;45.7474;30;0;30;49;45.7474
65220;0.00367749;0.00882598;0.935172;45.8234;25;0;25;49;45.8234
65280;0.84863;2.42466;0.965372;47.3032;21;0;21;49;47.3032
65340;0;0;0.759613;37.221;25;0;25;43;37.221
65400;0;0;0.72952;35.7465;22;0;22;40;35.7465
65460;0;0;0.778986;38.1703;37;0;37;44;38.1703
65520;0;0;0.875834;42.9159;30;0;30;49;42.9159
65580;0;0;0.862284;42.2519;25;0;25;46;42.2519
65640;0;0;0.901847;44.1905;26;0;26;47;44.1905
65700;0.23999;0.449981;0.962685;47.1716;32;0;32;49;47.1716
65760;0;0;0.792072;38.8115;24;0;24;41;38.8115
65820;0.02808;0.0432;0.914458;44.8084;39;0;39;49;44.8084
65880;4.91299;8.93271;0.999122;48.957;33;0;33;49;48.957
65940;5.45509;12.5887;1;49;26;0;26;49;49
66000;5.87824;18.5629;1;49;19;0;19;49;49
66060;13.6528;28.2473;1;49;29;0;29;49;49
66120;11.0731;41.5241;1;49;26;10;16;49;49
66180;2.45266;7.35797;1;49;20;0;20;49;49
66240;0;0;0.909062;44.544;19;0;19;49;44.544
66300;0;0;0.882305;43.2329;27;0;27;49;43.2329
66360;2.75345;5.69679;0.991772;48.5968;29;0;29;49;48.5968
66420;0.0200008;0.0571452;0.954588;46.7748;21;0;21;49;46.7748
66480;0;0;0.918397;45.0015;26;0;26;49;45.0015
66540;0.59262;1.6932;0.912273;44.7014;21;0;21;49;44.7014
66600;0;0;0.865812;42.4248;33;0;33;47;42.4248
66660;0;0;0.901792;44.1878;22;0;22;49;44.1878
66720;0.218328;0.523988;0.956081;46.848;25;0;25;49;46.848
66780;0;0;0.886566;43.4417;17;0;17;48;43.4417
66840;0;0;0.729252;35.7333;20;0;20;40;35.7333
66900;0;0;0.740194;36.2695;20;0;20;41;36.2695
66960;0;0;0.746703;36.5884;26;0;26;41;36.5884
67020;0;0;0.828166;40.5802;26;0;26;46;40.5802
67080;0.0852331;0.20456;0.946533;46.3801;25;0;25;49;46.3801
67140;0.802351;1.6047;0.975747;47.8116;30;0;30;49;47.8116
67200;2.32546;4.50089;0.989133;48.4675;31;0;31;49;48.4675
67260;1.56181;3.23132;0.954129;46.7523;29;0;29;49;46.7523
67320;1.22321;2.53079;0.998257;48.9146;29;0;29;49;48.9146
67380;1.73469;4.33673;0.989469;48.484;26;2;24;49;48.484
67440;2.00362;3.87797;0.994035;48.7077;31;0;31;49;48.7077
67500;1.19277;3.57831;0.992365;48.6259;20;0;20;49;48.6259
67560;0;0;0.853121;41.803;25;0;25;48;41.803
67620;0;0;0.796598;39.0333;23;0;23;45;39.0333
67680;0;0;0.810347;39.707;23;0;23;46;39.707
67740;0;0;0.943923;46.2522;30;0;30;49;46.2522
67800;0;0;0.866747;42.4706;29;0;29;48;42.4706
67860;0.0208741;0.0596403;0.931922;45.6642;21;0;21;49;45.6642
67920;1.93344;3.62521;0.940518;46.0854;34;2;32;49;46.0854
67980;1.40942;3.84386;0.98601;48.3145;22;0;22;49;48.3145
68040;0;0;0.880651;43.1519;25;0;25;46;43.1519
68100;7.07397e-05;0.000146358;0.920735;45.116;29;0;29;49;45.116
68160;0;0;0.888818;43.5521;29;0;29;48;43.5521
68220;0.427571;1.1661;0.942199;46.1677;22;0;22;49;46.1677
68280;0.676952;1.23082;0.937616;45.9432;33;0;33;49;45.9432
68340;0;0;0.781662;38.3014;21;0;21;47;38.3014
68400;0;0;0.816193;39.9934;29;0;29;44;39.9934
68460;0.185227;0.370453;0.888677;43.5452;30;0;30;49;43.5452
68520;0.00322311;0.00773546;0.962796;47.177;25;0;25;49;47.177
68580;0;0;0.926951;45.4206;25;0;25;48;45.4206
68640;0.441056;1.10264;0.988234;48.4235;24;0;24;49;48.4235
68700;0.191167;0.409643;0.850412;41.6702;28;0;28;49;41.6702
68760;0;0;0.868829;42.5726;29;0;29;48;42.5726
68820;0.0590699;0.136315;0.943503;46.2317;26;0;26;49;46.2317
68880;0;0;0.812818;39.8281;23;0;23;46;39.8281
68940;0;0;0.797048;39.0553;26;0;26;44;39.0553
69000;0;0;0.938359;45.9796;28;0;28;49;45.9796
69060;0;0;0.901985;44.1973;31;0;31;47;44.1973
69120;0;0;0.815265;39.948;31;0;31;43;39.948
69180;0;0;0.846834;41.4949;39;0;39;46;41.4949
69240;0.141665;0.242855;0.91373;44.7728;35;0;35;49;44.7728
69300;0;0;0.813243;39.8489;17;0;17;49;39.8489
69360;0;0;0.813374;39.8553;21;0;21;44;39.8553
69420;0;0;0.849889;41.6445;18;0;18;45;41.6445
69480;0;0;0.822328;40.2941;33;0;33;46;40.2941
69540;0.605949;1.13615;0.962297;47.1525;32;0;32;49;47.1525
69600;0.966376;2.52098;0.984776;48.254;23;0;23;49;48.254
69660;0.955322;1.97653;0.936868;45.9065;29;0;29;49;45.9065
69720;0.58898;1.2621;0.988434;48.4333;28;0;28;49;48.4333
69780;0.0377591;0.0809123;0.848895;41.5958;28;0;28;49;41.5958
69840;0;0;0.794086;38.9102;25;0;25;42;38.9102
69900;0;0;0.674538;33.0524;20;0;20;40;33.0524
69960;0;0;0.777396;38.0924;25;0;25;44;38.0924
70020;0;0;0.754088;36.9503;23;0;23;43;36.9503
70080;0;0;0.730367;35.788;29;0;29;39;35.788
70140;0;0;0.799803;39.1903;24;0;24;43;39.1903
70200;0;0;0.854795;41.885;30;0;30;46;41.885
70260;0;0;0.858923;42.0872;27;0;27;47;42.0872
70320;0;0;0.797543;39.0796;19;0;19;42;39.0796
70380;0;0;0.687813;33.7028;21;0;21;38;33.7028
70440;0;0;0.805426;39.4659;25;0;25;42;39.4659
70500;0;0;0.803949;39.3935;35;0;35;47;39.3935
70560;0.067114;0.129898;0.954925;46.7913;31;0;31;49;46.7913
70620;0.394312;0.788624;0.984022;48.2171;30;0;30;49;48.2171
70680;0.509046;1.09081;0.945804;46.3444;28;0;28;49;46.3444
70740;0.169738;0.351182;0.964607;47.2658;29;0;29;49;47.2658
70800;0;0;0.922096;45.1827;31;0;31;49;45.1827
70860;3.54313;5.90522;0.999106;48.9562;36;0;36;49;48.9562
70920;0.839477;1.86551;0.948532;46.4781;27;0;27;49;46.4781
70980;0;0;0.904667;44.3287;28;0;28;48;44.3287
71040;0;0;0.920558;45.1073;30;0;30;48;45.1073
71100;0;0;0.915229;44.8462;22;0;22;48;44.8462
71160;0;0;0.83611;40.9694;22;0;22;47;40.9694
71220;0;0;0.897552;43.9801;33;0;33;49;43.9801
71280;0.189236;0.47309;0.913182;44.7459;24;0;24;49;44.7459
71340;0;0;0.908495;44.5162;27;0;27;49;44.5162
71400;0;0;0.882978;43.2659;30;0;30;48;43.2659
71460;1.92481;3.84961;0.986299;48.3287;30;0;30;49;48.3287
71520;1.14408;2.98456;0.977647;47.9047;23;0;23;49;47.9047
71580;1.89403;4.54568;0.999085;48.9552;25;0;25;49;48.9552
71640;0.39922;0.855471;0.969727;47.5166;28;0;28;49;47.5166
71700;0;0;0.834542;40.8926;27;0;27;44;40.8926
71760;0;0;0.721105;35.3342;20;0;20;39;35.3342
71820;0;0;0.690342;33.8268;26;0;26;39;33.8268
71880;0;0;0.649542;31.8276;21;0;21;37;31.8276
71940;0;0;0.804348;39.4131;26;0;26;46;39.4131
72000;0;0;0.864229;42.3472;17;0;17;46;42.3472
72060;0;0;0.664788;32.5746;28;0;28;39;32.5746
72120;0;0;0.733649;35.9488;24;0;24;40;35.9488
72180;0;0;0.786751;38.5508;26;0;26;43;38.5508
72240;0;0;0.825901;40.4692;28;0;28;44;40.4692
72300;0;0;0.775418;37.9955;26;0;26;41;37.9955
72360;0;0;0.843054;41.3096;29;0;29;46;41.3096
72420;0;0;0.866476;42.4573;25;0;25;47;42.4573
72480;0;0;0.804451;39.4181;20;0;20;44;39.4181
72540;0;0;0.838499;41.0864;24;0;24;45;41.0864
72600;0;0;0.718926;35.2274;26;0;26;45;35.2274
72660;0;0;0.779319;38.1866;31;0;31;42;38.1866
72720;0;0;0.833759;40.8542;25;0;25;45;40.8542
72780;0;0;0.897783;43.9913;28;0;28;49;43.9913
72840;0.0952045;0.272013;0.972464;47.6507;21;0;21;49;47.6507
72900;0;0;0.876254;42.9365;22;0;22;47;42.9365
72960;0;0;0.848664;41.5845;22;0;22;45;41.5845
73020;0.0334995;0.0744433;0.906707;44.4286;27;0;27;49;44.4286
73080;0;0;0.884843;43.3573;33;0;33;48;43.3573
73140;0;0;0.784867;38.4585;22;0;22;46;38.4585
73200;0;0;0.703935;34.4928;19;0;19;37;34.4928
73260;0;0;0.533967;26.1644;13;0;13;32;26.1644
73320;0;0;0.672883;32.9713;31;0;31;38;32.9713
73380;0;0;0.792941;38.8541;19;0;19;42;38.8541
73440;0;0;0.654974;32.0937;20;0;20;40;32.0937
73500;0;0;0.583955;28.6138;27;0;27;35;28.6138
73560;0;0;0.666372;32.6522;31;0;31;41;32.6522
73620;0;0;0.752566;36.8757;20;0;20;41;36.8757
73680;0;0;0.804703;39.4305;25;0;25;43;39.4305
73740;0;0;0.784534;38.4422;20;0;20;43;38.4422
73800;0;0;0.729676;35.7541;18;0;18;40;35.7541
73860;0;0;0.757621;37.1234;30;0;30;42;37.1234
73920;0;0;0.865482;42.4086;29;0;29;48;42.4086
73980;0;0;0.824615;40.4061;20;0;20;48;40.4061
74040;0.128325;0.274983;0.954286;46.76;28;0;28;49;46.76
74100;1.82658;3.65316;0.974509;47.7509;30;0;30;49;47.7509
74160;1.07351;2.22106;0.977193;47.8825;29;0;29;49;47.8825
74220;5.79245;11.9844;1;49;30;1;29;49;49
74280;3.53065;5.57471;0.996441;48.8256;38;0;38;49;48.8256
74340;5.60119;14.003;1;49;24;0;24;49;49
74400;1.56029;3.60066;0.974017;47.7268;26;0;26;49;47.7268
74460;0;0;0.835249;40.9272;23;0;23;48;40.9272
74520;0;0;0.701141;34.3559;31;0;31;40;34.3559
74580;0;0;0.829277;40.6346;30;0;30;43;40.6346
74640;0;0;0.824501;40.4006;27;0;27;44;40.4006
74700;0;0;0.881063;43.1721;25;0;25;47;43.1721
74760;0.66388;1.28493;0.981403;48.0887;31;0;31;49;48.0887
74820;1.11064;3.02903;0.993187;48.6662;22;0;22;49;48.6662
74880;0.325451;0.673346;0.943812;46.2468;29;0;29;49;46.2468
74940;0.526302;1.43537;0.923322;45.2428;22;0;22;49;45.2428
75000;0;0;0.814444;39.9077;25;0;25;45;39.9077
75060;0;0;0.780802;38.2593;22;0;22;45;38.2593
75120;0;0;0.842643;41.2895;24;0;24;45;41.2895
75180;0;0;0.764508;37.4609;27;0;27;41;37.4609
75240;0;0;0.831075;40.7227;27;0;27;46;40.7227
75300;0;0;0.762291;37.3523;28;0;28;42;37.3523
75360;0;0;0.712654;34.92;19;0;19;37;34.92
75420;0;0;0.795046;38.9573;27;0;27;43;38.9573
75480;0;0;0.785588;38.4938;33;0;33;42;38.4938
75540;0;0;0.822384;40.2968;26;0;26;45;40.2968
75600;0;0;0.779276;38.1845;34;0;34;44;38.1845
75660;0;0;0.799449;39.173;26;0;26;44;39.173
75720;0;0;0.735392;36.0342;24;0;24;42;36.0342
75780;0;0;0.643554;31.5342;19;0;19;42;31.5342
75840;0;0;0.636235;31.1755;28;0;28;37;31.1755
75900;0;0;0.806862;39.5362;31;0;31;48;39.5362
75960;0;0;0.804966;39.4433;24;0;24;47;39.4433
76020;0;0;0.742778;36.3961;24;0;24;41;36.3961
76080;0;0;0.743443;36.4287;23;0;23;39;36.4287
76140;0;0;0.744944;36.5023;26;0;26;40;36.5023
76200;0;0;0.85121;41.7093;24;0;24;45;41.7093
76260;0;0;0.819882;40.1742;28;0;28;46;40.1742
76320;1.92258;3.29585;0.932586;45.6967;35;0;35;49;45.6967
76380;4.02911;7.79827;1;49;31;0;31;49;49
76440;3.09954;7.43889;0.995997;48.8039;25;0;25;49;48.8039
76500;0;0;0.802636;39.3291;14;0;14;45;39.3291
76560;0;0;0.604666;29.6286;19;0;19;35;29.6286
76620;0;0;0.667178;32.6917;22;0;22;38;32.6917
76680;0;0;0.829987;40.6694;27;0;27;44;40.6694
76740;0;0;0.898395;44.0214;30;0;30;48;44.0214
76800;0;0;0.874682;42.8594;27;0;27;48;42.8594
76860;0;0;0.894699;43.8403;25;0;25;47;43.8403
76920;0;0;0.840223;41.1709;18;0;18;47;41.1709
76980;0;0;0.629413;30.8412;16;0;16;37;30.8412
77040;0;0;0.578454;28.3443;23;0;23;31;28.3443
77100;0;0;0.687272;33.6763;17;0;17;36;33.6763
77160;0;0;0.74382;36.4472;32;0;32;42;36.4472
77220;0;0;0.803048;39.3493;29;0;29;42;39.3493
77280;0.382169;0.694852;0.901986;44.1973;33;0;33;49;44.1973
77340;0.0584605;0.140305;0.942146;46.1652;25;0;25;49;46.1652
77400;0;0;0.815639;39.9663;21;0;21;44;39.9663
77460;0;0;0.857984;42.0412;19;0;19;47;42.0412
