tempo;L(t);W_wait_avg_s;p_util;OperatorsBusyAvg;Arrivals;Blocked;Served;MaxOperatorsBusy;CarriedErlangs
25740;0;0;0.863319;42.3026;30;0;30;49;42.3026
25800;0;0;0.885229;43.3762;20;0;20;46;43.3762
25860;0.328888;0.704761;0.900049;44.1024;28;0;28;49;44.1024
25920;1.57065;3.76955;0.97199;47.6275;25;0;25;49;47.6275
25980;7.67658;17.7152;1;49;29;3;26;49;49
26040;2.90916;6.01895;1;49;29;0;29;49;49
26100;0.0220301;0.0777533;0.856502;41.9686;17;0;17;49;41.9686
26160;0;0;0.758427;37.1629;25;0;25;43;37.1629
26220;0;0;0.831671;40.7519;17;0;17;44;40.7519
26280;0;0;0.793226;38.8681;24;0;24;45;38.8681
26340;0;0;0.7187;35.2163;20;0;20;38;35.2163
26400;0;0;0.69639;34.1231;25;0;25;38;34.1231
26460;0;0;0.65557;32.123;21;0;21;34;32.123
26520;0;0;0.670646;32.8616;19;0;19;38;32.8616
26580;0;0;0.799761;39.1883;29;0;29;43;39.1883
26640;0;0;0.77588;38.0181;21;0;21;41;38.0181
26700;0;0;0.751946;36.8453;27;0;27;43;36.8453
26760;0.0314324;0.0698498;0.900449;44.122;27;0;27;49;44.122
26820;3.11331;6.02575;1;49;31;0;31;49;49
26880;1.1801;3.07853;0.985511;48.29;23;0;23;49;48.29
26940;0.0447654;0.0994787;0.919572;45.0591;27;0;27;49;45.0591
27000;0.0181261;0.0435025;0.946732;46.3899;25;0;25;49;46.3899
27060;0.561132;1.16096;0.973789;47.7156;29;0;29;49;47.7156
27120;2.66043;5.50434;0.995097;48.7598;29;0;29;49;48.7598
27180;1.06995;2.67487;0.94757;46.4309;24;0;24;49;46.4309
27240;0;0;0.780378;38.2385;20;0;20;41;38.2385
27300;0.0164607;0.0365794;0.87373;42.8128;27;0;27;49;42.8128
27360;0.342176;0.789638;0.947518;46.4284;26;0;26;49;46.4284
27420;0;0;0.834916;40.9109;29;0;29;44;40.9109
27480;1.74729;3.61508;0.917934;44.9788;30;1;29;49;44.9788
27540;0.587416;1.67833;0.906586;44.4227;21;0;21;49;44.4227
27600;0.0133059;0.0347109;0.901113;44.1545;23;0;23;49;44.1545
27660;0;0;0.880653;43.152;28;0;28;46;43.152
27720;0;0;0.782726;38.3536;14;0;14;46;38.3536
27780;0.0707402;0.114714;0.921768;45.1666;37;0;37;49;45.1666
27840;0;0;0.807583;39.5715;26;0;26;44;39.5715
27900;0;0;0.871689;42.7128;30;0;30;49;42.7128
27960;0;0;0.896872;43.9467;28;0;28;49;43.9467
28020;0;0;0.880241;43.1318;22;0;22;49;43.1318
28080;0;0;0.81989;40.1746;33;0;33;46;40.1746
28140;0;0;0.757514;37.1182;20;0;20;42;37.1182
28200;0;0;0.860142;42.1469;31;0;31;48;42.1469
28260;0;0;0.863173;42.2955;29;0;29;48;42.2955
28320;0.0185646;0.0445551;0.939062;46.014;25;0;25;49;46.014
28380;0.139561;0.261677;0.92845;45.4941;32;0;32;49;45.4941
28440;0;0;0.882974;43.2658;17;0;17;48;43.2658
28500;0;0;0.793439;38.8785;28;0;28;46;38.8785
28560;0;0;0.937183;45.9219;29;0;29;49;45.9219
28620;0.308722;0.740932;0.984514;48.2412;25;0;25;49;48.2412
28680;0.0649395;0.125689;0.938527;45.9878;31;0;31;49;45.9878
28740;0;0;0.836833;41.0048;22;0;22;45;41.0048
28800;0;0;0.834073;40.8696;23;0;23;44;40.8696
28860;0;0;0.820377;40.1985;28;0;28;45;40.1985
28920;0;0;0.894222;43.8169;26;0;26;47;43.8169
28980;0;0;0.899113;44.0565;32;0;32;49;44.0565
29040;1.2257;2.82854;0.973685;47.7106;26;0;26;49;47.7106
29100;2.00241;5.00601;0.997577;48.8813;24;0;24;49;48.8813
29160;5.12717;10.9868;0.999725;48.9865;28;0;28;49;48.9865
29220;6.51598;15.6383;1;49;26;1;25;49;49
29280;2.69012;7.33668;0.998256;48.9145;22;0;22;49;48.9145
29340;0;0;0.879375;43.0894;20;0;20;49;43.0894
29400;0;0;0.857872;42.0357;29;0;29;46;42.0357
29460;0.170317;0.364964;0.927644;45.4545;28;0;28;49;45.4545
29520;2.37438;4.59558;0.968325;47.4479;31;0;31;49;47.4479
29580;1.694;4.62;0.982024;48.1192;22;0;22;49;48.1192
29640;0;0;0.918044;44.9842;27;0;27;49;44.9842
29700;0;0;0.833473;40.8402;22;0;22;44;40.8402
29760;0;0;0.845879;41.4481;28;0;28;45;41.4481
29820;0;0;0.830999;40.7189;15;0;15;45;40.7189
29880;0;0;0.757584;37.1216;26;0;26;40;37.1216
29940;0;0;0.750777;36.7881;21;0;21;41;36.7881
30000;0;0;0.74382;36.4472;17;0;17;39;36.4472
30060;0;0;0.772943;37.8742;29;0;29;43;37.8742
30120;0.560146;1.20031;0.950504;46.5747;28;0;28;49;46.5747
30180;0.241829;0.403048;0.983152;48.1744;36;0;36;49;48.1744
30240;0.086925;0.237068;0.956373;46.8623;22;0;22;49;46.8623
30300;0.74557;1.27812;0.991439;48.5805;35;0;35;49;48.5805
30360;4.9747;12.9775;1;49;23;0;23;49;49
30420;2.1291;5.80663;0.991013;48.5596;22;0;22;49;48.5596
30480;0.0113216;0.0323473;0.942565;46.1857;21;0;21;49;46.1857
30540;0;0;0.848218;41.5627;34;0;34;47;41.5627
30600;1.95607;3.91214;0.9924;48.6276;30;0;30;49;48.6276
30660;0.102796;0.342654;0.970801;47.5693;18;0;18;49;47.5693
30720;0;0;0.839563;41.1386;28;0;28;46;41.1386
30780;0;0;0.816353;40.0013;20;0;20;44;40.0013
30840;0;0;0.772993;37.8767;22;0;22;42;37.8767
30900;0;0;0.859412;42.1112;35;0;35;48;42.1112
30960;0.51061;1.39257;0.990115;48.5156;22;0;22;49;48.5156
31020;0.232081;0.435152;0.954513;46.7711;32;0;32;49;46.7711
31080;0.273833;0.529998;0.944627;46.2867;31;0;31;49;46.2867
31140;0.275864;0.719644;0.93831;45.9772;23;0;23;49;45.9772
31200;2.11579;3.52631;0.973703;47.7114;37;1;36;49;47.7114
31260;0.559408;1.39852;0.938785;46.0005;26;2;24;49;46.0005
31320;0;0;0.834891;40.9097;29;0;29;44;40.9097
31380;0;0;0.805438;39.4665;17;0;17;43;39.4665
31440;0;0;0.821318;40.2446;37;0;37;46;40.2446
31500;0;0;0.768068;37.6354;26;0;26;43;37.6354
31560;0.0108963;0.0225441;0.900329;44.1161;29;0;29;49;44.1161
31620;2.59087;6.75878;0.996727;48.8396;23;0;23;49;48.8396
31680;3.46593;6.93186;0.997217;48.8636;35;5;30;49;48.8636
31740;0.2873;0.861899;0.961848;47.1305;21;1;20;49;47.1305
31800;0.771367;2.10373;0.985075;48.2687;25;3;22;49;48.2687
31860;3.55245;6.87572;0.994951;48.7526;32;1;31;49;48.7526
31920;2.19366;5.9827;0.978684;47.9555;22;0;22;49;47.9555
31980;0;0;0.921242;45.1408;27;0;27;49;45.1408
32040;2.16771;5.65489;0.979197;47.9806;23;0;23;49;47.9806
32100;5.07936;7.8144;0.967128;47.3893;39;0;39;49;47.3893
32160;3.7894;9.47351;0.993431;48.6781;25;1;24;49;48.6781
32220;0.491116;0.892938;0.942969;46.2055;33;0;33;49;46.2055
32280;3.78474;6.67895;0.996451;48.8261;34;0;34;49;48.8261
32340;1.91175;4.98717;0.956286;46.858;23;0;23;49;46.858
32400;0;0;0.790297;38.7246;16;0;16;43;38.7246
32460;0;0;0.652607;31.9778;23;0;23;37;31.9778
32520;0;0;0.71888;35.2251;34;0;34;42;35.2251
32580;0;0;0.876286;42.938;29;0;29;47;42.938
32640;1.06724;2.06563;0.962578;47.1663;35;4;31;49;47.1663
32700;0.750686;1.55314;0.970501;47.5546;31;2;29;49;47.5546
32760;0.022143;0.0577644;0.899244;44.063;23;0;23;49;44.063
32820;0;0;0.863924;42.3323;19;0;19;46;42.3323
32880;0.025115;0.0502301;0.83628;40.9777;30;0;30;49;40.9777
32940;0.245874;0.491747;0.937594;45.9421;30;0;30;49;45.9421
33000;4.90061;10.5013;0.999222;48.9619;28;0;28;49;48.9619
33060;6.16318;14.7916;1;49;29;4;25;49;49
33120;0.624523;1.49885;0.98791;48.4076;25;0;25;49;48.4076
33180;2.25356;4.22543;0.995285;48.769;32;0;32;49;48.769
33240;2.79393;7.28851;0.999764;48.9884;37;14;23;49;48.9884
33300;3.08366;6.85258;0.999176;48.9596;41;14;27;49;48.9596
33360;1.14773;2.75454;0.980061;48.023;28;3;25;49;48.023
33420;0.119437;0.311574;0.938048;45.9643;23;0;23;49;45.9643
33480;0;0;0.72819;35.6813;24;0;24;42;35.6813
33540;0;0;0.662792;32.4768;29;0;29;37;32.4768
33600;0;0;0.76166;37.3214;31;0;31;42;37.3214
33660;0.00886269;0.0147711;0.835262;40.9278;36;0;36;49;40.9278
33720;2.21248;5.10572;0.999315;48.9664;27;1;26;49;48.9664
33780;1.78697;3.97105;0.99701;48.8535;27;0;27;49;48.8535
33840;0.00369346;0.00963512;0.952019;46.6489;23;0;23;49;46.6489
33900;0.296718;0.556347;0.932581;45.6965;32;0;32;49;45.6965
33960;1.87458;4.32595;0.999242;48.9629;26;0;26;49;48.9629
34020;0.030467;0.0794792;0.970997;47.5789;23;0;23;49;47.5789
34080;0.0462034;0.110888;0.945503;46.3297;25;0;25;49;46.3297
34140;0.664953;1.47767;0.988566;48.4397;30;3;27;49;48.4397
34200;0.626483;1.56621;0.969754;47.518;26;2;24;49;47.518
34260;0.454805;0.909611;0.937785;45.9514;30;0;30;49;45.9514
34320;0;0;0.796901;39.0482;29;0;29;44;39.0482
34380;2.55561;5.28748;0.948586;46.4807;31;2;29;49;46.4807
34440;5.72789;14.9423;1;49;29;6;23;49;49
34500;3.57349;7.65748;0.993635;48.6881;28;0;28;49;48.6881
34560;6.65562;15.9735;0.997183;48.862;30;5;25;49;48.862
34620;3.95697;8.47923;1;49;28;0;28;49;49
34680;11.6591;20.5748;1;49;34;0;34;49;49
34740;14.3814;41.0898;1;49;30;9;21;49;49
34800;6.17382;17.6395;1;49;21;0;21;49;49
34860;0.551329;1.22518;0.967067;47.3863;27;0;27;49;47.3863
34920;2.52522;5.82744;0.992391;48.6271;26;0;26;49;48.6271
34980;1.07543;2.30449;0.986612;48.344;28;0;28;49;48.344
35040;3.76877;7.2944;0.999311;48.9662;31;0;31;49;48.9662
35100;4.45105;9.20906;0.998011;48.9025;31;2;29;49;48.9025
35160;9.36985;21.6227;1;49;34;8;26;49;49
35220;5.1025;9.87581;1;49;36;5;31;49;49
35280;0.662628;1.52914;0.982073;48.1216;26;0;26;49;48.1216
35340;4.89871;9.18508;0.993171;48.6654;32;0;32;49;48.6654
35400;6.28532;13.9674;1;49;28;1;27;49;49
35460;7.04901;15.6645;0.999188;48.9602;28;1;27;49;48.9602
35520;0.164963;0.449899;0.983521;48.1925;22;0;22;49;48.1925
35580;0;0;0.820621;40.2104;20;0;20;49;40.2104
35640;0;0;0.762475;37.3613;28;0;28;42;37.3613
35700;0;0;0.737079;36.1168;21;0;21;41;36.1168
35760;0;0;0.630498;30.8944;27;0;27;34;30.8944
35820;0;0;0.755857;37.037;26;0;26;40;37.037
35880;0;0;0.840238;41.1717;32;0;32;48;41.1717
35940;0.0106544;0.0255705;0.934058;45.7688;25;0;25;49;45.7688
36000;0.0954782;0.238695;0.919672;45.064;24;0;24;49;45.064
36060;1.25471;2.2142;0.955171;46.8034;34;0;34;49;46.8034
36120;0.0269831;0.0622688;0.951615;46.6291;26;0;26;49;46.6291
36180;0;0;0.874287;42.8401;29;0;29;47;42.8401
36240;0;0;0.920739;45.1162;28;0;28;49;45.1162
36300;2.01198;5.48722;0.99458;48.7344;22;0;22;49;48.7344
36360;0.158186;0.316372;0.942588;46.1868;30;0;30;49;46.1868
36420;0.138095;0.517857;0.973075;47.6807;16;0;16;49;47.6807
36480;0;0;0.794765;38.9435;24;0;24;43;38.9435
36540;0;0;0.822458;40.3004;28;0;28;44;40.3004
36600;0.0397958;0.103815;0.923883;45.2703;23;0;23;49;45.2703
36660;0;0;0.84299;41.3065;24;0;24;48;41.3065
36720;0;0;0.876716;42.9591;38;0;38;48;42.9591
36780;0.0446851;0.0864874;0.941923;46.1542;31;0;31;49;46.1542
36840;8.25996;18.3555;1;49;27;0;27;49;49
36900;4.60018;11.0404;1;49;25;0;25;49;49
36960;8.98241;19.248;1;49;38;10;28;49;49
37020;3.70658;8.23685;0.99789;48.8966;29;2;27;49;48.8966
37080;0.492818;1.34405;0.934245;45.778;22;0;22;49;45.778
37140;0;0;0.851515;41.7243;30;0;30;47;41.7243
37200;1.143;2.6377;0.964347;47.253;26;0;26;49;47.253
37260;8.06213;16.6803;1;49;31;2;29;49;49
37320;0.0699334;0.220842;0.882034;43.2197;19;0;19;49;43.2197
37380;0;0;0.773006;37.8773;23;0;23;41;37.8773
37440;0;0;0.773655;37.9091;23;0;23;43;37.9091
37500;0;0;0.842055;41.2607;28;0;28;46;41.2607
37560;0;0;0.78946;38.6835;23;0;23;44;38.6835
37620;0;0;0.657426;32.2139;25;0;25;40;32.2139
37680;0;0;0.851578;41.7273;34;0;34;46;41.7273
37740;0;0;0.909226;44.5521;22;0;22;48;44.5521
37800;0;0;0.811801;39.7782;24;0;24;45;39.7782
37860;0;0;0.765086;37.4892;24;0;24;44;37.4892
37920;0;0;0.769409;37.701;29;0;29;46;37.701
37980;0;0;0.891016;43.6598;23;0;23;48;43.6598
38040;0.882663;2.03692;0.98742;48.3836;26;0;26;49;48.3836
38100;1.28799;2.03367;0.95086;46.5921;39;1;38;49;46.5921
38160;0.618682;1.42773;0.934436;45.7874;30;4;26;49;45.7874
38220;0.391917;0.9406;0.929925;45.5663;25;0;25;49;45.5663
38280;0.224984;0.409062;0.916198;44.8937;33;0;33;49;44.8937
38340;0.411093;1.02773;0.964711;47.2708;24;0;24;49;47.2708
38400;4.00787;6.0118;0.986153;48.3215;40;0;40;49;48.3215
38460;6.01638;15.6949;1;49;24;1;23;49;49
38520;1.77888;3.33539;0.994456;48.7283;32;0;32;49;48.7283
38580;1.0806;3.41241;0.940678;46.0932;19;0;19;49;46.0932
38640;0.0361075;0.0656501;0.895687;43.8887;33;0;33;49;43.8887
38700;0.509517;1.01903;0.95917;46.9993;30;0;30;49;46.9993
38760;3.16253;6.54317;0.978302;47.9368;31;2;29;49;47.9368
38820;2.3219;6.05712;0.99647;48.8271;24;1;23;49;48.8271
38880;0.345763;0.669219;0.968965;47.4793;31;0;31;49;47.4793
38940;0.268307;0.766592;0.950886;46.5934;24;3;21;49;46.5934
39000;0;0;0.801941;39.2951;28;0;28;47;39.2951
39060;0;0;0.61309;30.0414;19;0;19;33;30.0414
39120;0;0;0.656425;32.1648;22;0;22;37;32.1648
39180;0;0;0.677501;33.1976;25;0;25;40;33.1976
39240;0;0;0.825944;40.4712;25;0;25;44;40.4712
39300;0;0;0.915383;44.8538;23;0;23;48;44.8538
39360;0.195598;0.378577;0.946362;46.3717;31;0;31;49;46.3717
39420;1.36331;3.27194;0.971031;47.5805;26;1;25;49;47.5805
39480;0.362803;0.870727;0.948318;46.4676;25;0;25;49;46.4676
39540;0;0;0.806896;39.5379;16;0;16;46;39.5379
39600;0;0;0.843191;41.3164;28;0;28;47;41.3164
39660;0;0;0.880642;43.1515;21;0;21;47;43.1515
39720;0;0;0.896761;43.9413;28;0;28;49;43.9413
39780;0;0;0.822095;40.2827;31;0;31;49;40.2827
39840;0;0;0.849628;41.6318;19;0;19;45;41.6318
39900;0;0;0.850857;41.692;27;0;27;46;41.692
39960;0;0;0.907879;44.4861;18;0;18;49;44.4861
40020;0;0;0.831578;40.7473;30;0;30;47;40.7473
40080;1.21933;2.15176;0.956569;46.8719;34;0;34;49;46.8719
40140;1.17219;2.70506;0.925403;45.3447;26;0;26;49;45.3447
40200;0;0;0.775469;37.998;26;0;26;42;37.998
40260;0;0;0.570975;27.9778;19;0;19;36;27.9778
40320;0;0;0.578691;28.3558;25;0;25;33;28.3558
40380;0;0;0.788711;38.6469;30;0;30;45;38.6469
40440;0;0;0.917738;44.9692;30;0;30;48;44.9692
40500;0.083531;0.139218;0.898431;44.0231;36;0;36;49;44.0231
40560;0;0;0.846444;41.4758;21;0;21;49;41.4758
40620;0;0;0.84545;41.4271;27;0;27;47;41.4271
40680;0;0;0.909295;44.5554;27;0;27;49;44.5554
40740;0.831294;1.66259;0.989174;48.4695;30;0;30;49;48.4695
40800;2.31979;4.97099;0.991374;48.5773;28;0;28;49;48.5773
40860;0.00722844;0.0149554;0.927638;45.4543;29;0;29;49;45.4543
40920;0.0313314;0.0989411;0.924367;45.294;19;0;19;49;45.294
40980;0;0;0.848342;41.5688;29;0;29;48;41.5688
41040;0;0;0.809517;39.6664;24;0;24;48;39.6664
41100;0;0;0.809028;39.6424;31;0;31;46;39.6424
41160;0;0;0.845055;41.4077;30;0;30;49;41.4077
41220;0;0;0.780744;38.2564;27;0;27;43;38.2564
41280;0;0;0.661551;32.416;21;0;21;38;32.416
41340;0;0;0.733225;35.928;31;0;31;41;35.928
41400;0;0;0.71558;35.0634;24;0;24;39;35.0634
41460;0;0;0.6736;33.0064;21;0;21;36;33.0064
41520;0;0;0.692531;33.934;26;0;26;38;33.934
41580;0;0;0.764145;37.4431;27;0;27;44;37.4431
41640;0;0;0.716745;35.1205;24;0;24;40;35.1205
41700;0;0;0.774983;37.9742;16;0;16;42;37.9742
41760;0;0;0.75458;36.9744;24;0;24;44;36.9744
41820;0.080913;0.156606;0.932917;45.7129;31;0;31;49;45.7129
41880;0.289424;0.643164;0.953322;46.7128;27;0;27;49;46.7128
41940;0.00835377;0.0179009;0.925511;45.35;28;0;28;49;45.35
42000;0;0;0.880868;43.1625;22;0;22;47;43.1625
42060;4.89951;8.39916;0.978089;47.9263;38;3;35;49;47.9263
42120;2.45865;6.41388;0.997156;48.8606;23;0;23;49;48.8606
42180;0.197505;0.740643;0.901299;44.1636;16;0;16;49;44.1636
42240;0.110105;0.169392;0.927073;45.4266;39;0;39;49;45.4266
42300;1.97235;3.9447;0.981724;48.1045;30;0;30;49;48.1045
42360;0;0;0.888992;43.5606;18;0;18;49;43.5606
42420;2.59139;3.53372;0.942335;46.1744;50;6;44;49;46.1744
42480;1.14108;3.42325;0.992009;48.6085;20;0;20;49;48.6085
42540;2.86484;5.2088;0.996071;48.8075;33;0;33;49;48.8075
42600;0.00069789;0.00190334;0.924179;45.2848;22;0;22;49;45.2848
42660;0.749979;1.32349;0.984603;48.2456;34;0;34;49;48.2456
42720;0.219616;0.454378;0.973077;47.6808;29;0;29;49;47.6808
42780;0.00875092;0.0201944;0.892767;43.7456;26;0;26;49;43.7456
42840;0;0;0.79471;38.9408;21;0;21;41;38.9408
42900;0;0;0.731722;35.8544;26;0;26;39;35.8544
42960;0;0;0.700749;34.3367;19;0;19;39;34.3367
43020;0;0;0.675724;33.1105;27;0;27;37;33.1105
43080;0;0;0.701099;34.3539;17;0;17;37;34.3539
43140;0;0;0.723305;35.442;30;0;30;42;35.442
43200;0;0;0.863627;42.3177;30;0;30;48;42.3177
43260;0;0;0.860572;42.168;29;0;29;47;42.168
43320;0;0;0.819132;40.1374;30;0;30;45;40.1374
43380;0.824431;1.33691;0.974266;47.7391;37;0;37;49;47.7391
43440;3.40016;5.82885;0.99754;48.8795;35;0;35;49;48.8795
43500;0.284166;0.63148;0.918718;45.0172;27;0;27;49;45.0172
43560;8.38444;12.8991;0.97364;47.7084;39;0;39;49;47.7084
43620;10.9617;28.5956;1;49;34;11;23;49;49
43680;2.77966;12.8292;0.982449;48.14;16;3;13;49;48.14
43740;0;0;0.804877;39.439;32;0;32;43;39.439
43800;0;0;0.914972;44.8336;25;0;25;48;44.8336
43860;0;0;0.84006;41.163;29;0;29;47;41.163
43920;0;0;0.705322;34.5608;23;0;23;40;34.5608
43980;0.0701703;0.12383;0.920605;45.1096;34;0;34;49;45.1096
44040;0.0947171;0.315724;0.905273;44.3584;18;0;18;49;44.3584
44100;0;0;0.834151;40.8734;23;0;23;43;40.8734
44160;0;0;0.8152;39.9448;29;0;29;45;39.9448
44220;0;0;0.899606;44.0807;34;0;34;48;44.0807
44280;2.01497;3.45424;0.987692;48.3969;35;0;35;49;48.3969
44340;2.86206;6.36014;0.999401;48.9706;27;0;27;49;48.9706
44400;0.4093;1.06774;0.960482;47.0636;23;0;23;49;47.0636
44460;0.0382229;0.0849397;0.923255;45.2395;27;0;27;49;45.2395
44520;0.748856;1.1824;0.966902;47.3782;38;0;38;49;47.3782
44580;4.01805;11.4801;1;49;21;0;21;49;49
44640;0;0;0.908803;44.5313;26;0;26;49;44.5313
44700;0;0;0.902847;44.2395;21;0;21;48;44.2395
44760;0;0;0.82608;40.4779;18;0;18;45;40.4779
44820;0.191416;0.294486;0.867675;42.5161;39;0;39;49;42.5161
44880;4.88507;8.62071;0.995302;48.7698;34;0;34;49;48.7698
44940;5.81049;12.9122;1;49;27;0;27;49;49
45000;0.207077;1.12951;0.896605;43.9337;11;0;11;49;43.9337
45060;1.23368;2.6436;0.945365;46.3229;28;0;28;49;46.3229
45120;4.03903;11.0155;0.999839;48.9921;22;0;22;49;48.9921
45180;7.96149;15.4093;1;49;34;3;31;49;49
45240;4.54533;10.4892;0.999427;48.9719;28;2;26;49;48.9719
45300;1.948;3.89601;0.980355;48.0374;31;1;30;49;48.0374
45360;0.0734324;0.146865;0.900712;44.1349;30;0;30;49;44.1349
45420;0;0;0.91066;44.6223;25;0;25;49;44.6223
45480;0.061009;0.122018;0.946295;46.3685;30;0;30;49;46.3685
45540;0.205176;0.397114;0.970001;47.53;31;0;31;49;47.53
45600;0.0849911;0.196133;0.95074;46.5863;26;0;26;49;46.5863
45660;6.45764;11.3958;0.999261;48.9638;35;1;34;49;48.9638
45720;1.80956;4.02124;0.991892;48.6027;27;0;27;49;48.6027
45780;3.15256;7.8814;0.998137;48.9087;24;0;24;49;48.9087
45840;8.63776;18.5095;1;49;29;1;28;49;49
45900;1.42866;4.28599;0.976446;47.8459;20;0;20;49;47.8459
45960;1.59468;3.54374;0.991069;48.5624;27;0;27;49;48.5624
46020;0.743975;1.65328;0.924034;45.2777;27;0;27;49;45.2777
46080;0.0251578;0.0559063;0.911429;44.66;27;0;27;49;44.66
46140;0;0;0.833942;40.8632;19;0;19;45;40.8632
46200;0;0;0.78241;38.3381;30;0;30;44;38.3381
46260;0;0;0.928847;45.5135;29;0;29;49;45.5135
46320;2.06714;3.64789;0.96573;47.3208;34;0;34;49;47.3208
46380;0.2097;0.524249;0.951432;46.6202;24;0;24;49;46.6202
46440;0;0;0.792866;38.8504;15;0;15;47;38.8504
46500;0;0;0.634106;31.0712;18;0;18;34;31.0712
46560;0;0;0.567997;27.8318;25;0;25;32;27.8318
46620;0;0;0.587776;28.801;19;0;19;35;28.801
46680;0;0;0.636139;31.1708;17;0;17;37;31.1708
46740;0;0;0.767276;37.5965;30;0;30;47;37.5965
46800;0;0;0.855708;41.9297;29;0;29;47;41.9297
46860;0;0;0.904198;44.3057;26;0;26;48;44.3057
46920;0;0;0.872766;42.7656;14;0;14;45;42.7656
46980;0;0;0.895486;43.8788;32;0;32;47;43.8788
47040;0;0;0.921971;45.1766;31;0;31;49;45.1766
47100;0;0;0.856271;41.9573;21;0;21;48;41.9573
47160;0;0;0.785373;38.4833;26;0;26;41;38.4833
47220;0;0;0.804477;39.4194;22;0;22;42;39.4194
47280;0;0;0.704375;34.5144;16;0;16;42;34.5144
47340;0;0;0.617439;30.2545;20;0;20;36;30.2545
47400;0;0;0.705674;34.578;30;0;30;40;34.578
47460;0;0;0.837558;41.0404;26;0;26;49;41.0404
47520;1.61732;3.23465;0.974496;47.7503;30;0;30;49;47.7503
47580;3.24929;8.12323;0.998294;48.9164;24;0;24;49;48.9164
47640;0.98632;2.95896;0.990928;48.5555;20;0;20;49;48.5555
47700;4.18191;11.4052;0.98312;48.1729;23;1;22;49;48.1729
47760;0;0;0.902148;44.2052;28;0;28;49;44.2052
47820;0;0;0.891199;43.6687;29;0;29;47;43.6687
47880;0.680262;1.20046;0.966152;47.3414;34;0;34;49;47.3414
47940;0;0;0.865264;42.398;19;0;19;45;42.398
48000;0;0;0.732153;35.8755;20;0;20;39;35.8755
48060;0;0;0.807766;39.5805;25;0;25;44;39.5805
48120;1.24522;2.87359;0.976687;47.8576;26;0;26;49;47.8576
48180;0;0;0.870172;42.6384;15;0;15;49;42.6384
48240;0;0;0.809948;39.6875;24;0;24;46;39.6875
48300;0;0;0.733878;35.96;18;0;18;45;35.96
48360;0;0;0.6664;32.6536;23;0;23;36;32.6536
48420;0;0;0.708738;34.7281;20;0;20;37;34.7281
48480;0;0;0.688144;33.719;28;0;28;39;33.719
48540;0;0;0.575456;28.1973;20;0;20;31;28.1973
48600;0;0;0.729745;35.7575;34;0;34;41;35.7575
48660;0;0;0.805765;39.4825;23;0;23;45;39.4825
48720;0;0;0.870959;42.677;22;0;22;47;42.677
48780;0;0;0.713938;34.983;21;0;21;40;34.983
48840;0;0;0.703889;34.4906;24;0;24;38;34.4906
48900;0;0;0.656009;32.1444;19;0;19;35;32.1444
48960;0;0;0.731866;35.8614;26;0;26;41;35.8614
49020;0;0;0.836279;40.9777;23;0;23;49;40.9777
49080;0;0;0.762101;37.3429;30;0;30;41;37.3429
49140;0;0;0.757297;37.1076;25;0;25;42;37.1076
49200;0;0;0.800591;39.229;25;0;25;46;39.229
49260;0;0;0.896064;43.9071;21;0;21;46;43.9071
49320;0;0;0.894792;43.8448;23;0;23;48;43.8448
49380;0;0;0.775729;38.0107;20;0;20;43;38.0107
49440;0.00250315;0.00517894;0.885595;43.3942;29;0;29;49;43.3942
49500;0;0;0.80293;39.3436;17;0;17;46;39.3436
49560;0;0;0.790812;38.7498;26;0;26;44;38.7498
49620;0.287314;0.556092;0.936576;45.8922;31;0;31;49;45.8922
49680;0.100888;0.232818;0.951247;46.6111;26;0;26;49;46.6111
49740;0.0683839;0.124334;0.873514;42.8022;33;0;33;49;42.8022
49800;0;0;0.932113;45.6735;25;0;25;48;45.6735
49860;0.749776;1.49955;0.921807;45.1686;30;0;30;49;45.1686
49920;0.464399;1.46652;0.929631;45.5519;19;0;19;49;45.5519
49980;0;0;0.905039;44.3469;32;0;32;48;44.3469
50040;2.30179;4.60359;0.98306;48.1699;32;2;30;49;48.1699
50100;2.75903;8.71274;1;49;26;7;19;49;49
50160;1.2399;2.97576;0.971695;47.613;29;4;25;49;47.613
50220;0.0696121;0.154694;0.909859;44.5831;27;0;27;49;44.5831
50280;1.1209;2.49089;0.961725;47.1245;29;2;27;49;47.1245
50340;0.0630336;0.126067;0.916284;44.8979;30;0;30;49;44.8979
50400;0.0885133;0.183131;0.943343;46.2238;29;0;29;49;46.2238
50460;0;0;0.778569;38.1499;26;0;26;42;38.1499
50520;0;0;0.840742;41.1963;26;0;26;43;41.1963
50580;0;0;0.861929;42.2345;25;0;25;45;42.2345
50640;0;0;0.804698;39.4302;26;0;26;44;39.4302
50700;0;0;0.922643;45.2095;21;0;21;48;45.2095
50760;0;0;0.751929;36.8445;17;0;17;47;36.8445
50820;0;0;0.653307;32.0121;27;0;27;35;32.0121
50880;0;0;0.802291;39.3123;34;0;34;48;39.3123
50940;0;0;0.887467;43.4859;20;0;20;46;43.4859
51000;0.439003;1.05361;0.970042;47.5321;25;0;25;49;47.5321
51060;0;0;0.873357;42.7945;18;0;18;46;42.7945
51120;0;0;0.888883;43.5553;27;0;27;49;43.5553
51180;0;0;0.893993;43.8056;25;0;25;47;43.8056
51240;0;0;0.841534;41.2352;20;0;20;45;41.2352
51300;0;0;0.723115;35.4326;20;0;20;42;35.4326
51360;0;0;0.733884;35.9603;29;0;29;42;35.9603
51420;0;0;0.799813;39.1908;27;0;27;43;39.1908
